sup7_headword	in_mw72	in_mw99	mw99_annexure	class
BAgAnuBAga	N	N	N	never-seen
BAgIya	N	Y	N	added-since-mw72
BAga	Y	Y	N	kept
BAgaDAna	N	Y	N	added-since-mw72
BAgapAWa	N	Y	N	added-since-mw72
BAgin	Y	Y	N	kept
BAgineya	Y	Y	N	kept
BAgyavEzamya	N	Y	N	added-since-mw72
BAjI	Y	Y	N	kept
BAjanacArika	N	Y	N	added-since-mw72
BAjanavArika	N	Y	N	added-since-mw72
BAkArin	N	N	N	never-seen
BAlalocana	N	Y	N	added-since-mw72
BAlanayana	N	Y	N	added-since-mw72
BAnda	Y	Y	N	kept
BAraka	Y	Y	N	kept
BArgavAy	N	N	N	never-seen
BArgava	Y	Y	N	kept
BArin	Y	Y	N	kept
BAs	Y	Y	N	kept
BAvAva	Y	Y	N	kept
BAvaBawa	N	N	N	never-seen
BAvanAmaya	N	Y	N	added-since-mw72
BAvayatin	N	Y	N	added-since-mw72
BAvin	Y	Y	N	kept
BAz	Y	Y	N	kept
BEkzAkula	N	Y	N	added-since-mw72
BEkzuka	Y	Y	N	kept
BEmasena	N	Y	N	added-since-mw72
BEravaprAdurBAvanAwaka	N	Y	N	added-since-mw72
BI	Y	Y	N	kept
BImapUrvaja	N	Y	N	added-since-mw72
BImasAhi	N	Y	N	added-since-mw72
BIra	Y	Y	N	kept
BIru	Y	Y	N	kept
BIzmakAtmajA	N	Y	N	added-since-mw72
BOma	Y	Y	N	kept
BOvAyana	Y	Y	N	kept
BU	Y	Y	Y	kept
BUDara	N	Y	N	added-since-mw72
BUdAra	N	Y	N	added-since-mw72
BUman	Y	Y	N	kept
BUmiBAga	N	Y	N	added-since-mw72
BUmigarBa	N	Y	N	added-since-mw72
BUmiruha	N	Y	N	added-since-mw72
BUrBuva	N	Y	N	added-since-mw72
BUri	Y	Y	N	kept
BUrika	Y	Y	N	kept
BUtaDara	N	Y	N	added-since-mw72
BUtagrAma	N	Y	N	added-since-mw72
BUtajananI	N	Y	N	added-since-mw72
BUtamUkzna	N	N	N	never-seen
BUtatA	N	Y	N	added-since-mw72
BUtatanmAtra	N	Y	N	added-since-mw72
BUtibali	N	Y	N	added-since-mw72
BUtopasfzwa	N	N	N	never-seen
BUvarI	N	Y	N	added-since-mw72
BUyaSCandika	N	Y	N	added-since-mw72
BUyaskAma	N	Y	N	added-since-mw72
BUyastva	N	Y	N	added-since-mw72
BUyizWatA	N	N	N	never-seen
BUyoBAva	N	Y	N	added-since-mw72
BUyoruci	N	Y	N	added-since-mw72
BaNga	Y	Y	N	kept
BaNgya	Y	Y	N	kept
BaRitimaya	N	Y	N	added-since-mw72
BaRq	Y	Y	N	kept
BaRqIra	Y	Y	N	kept
BaRqana	Y	Y	N	kept
BaRqiman	N	Y	N	added-since-mw72
BaddAlin	N	Y	N	added-since-mw72
BadrA	N	Y	N	added-since-mw72
BadrAkaraRa	N	Y	N	added-since-mw72
BadrAvatI	Y	Y	N	kept
Badra	Y	Y	N	kept
BadraBuja	N	Y	N	added-since-mw72
BadraMkara	N	Y	N	added-since-mw72
BadraSilA	N	Y	N	added-since-mw72
BadrabAhu	N	Y	N	added-since-mw72
BadrabAhucaritra	N	Y	N	added-since-mw72
Badrados	N	Y	N	added-since-mw72
Badrakalpika	N	Y	N	added-since-mw72
BadramuKa	N	Y	N	added-since-mw72
BagIna	N	Y	N	added-since-mw72
Bagavftti	N	Y	N	added-since-mw72
BagnacCandas	N	N	N	never-seen
Bagnanetra	N	Y	N	added-since-mw72
Bagnayati	N	N	N	never-seen
Baj	Y	Y	N	kept
BaktABisAra	N	Y	N	added-since-mw72
BaktAgra	N	Y	N	added-since-mw72
BaktIdyAvApfTivI	N	Y	N	added-since-mw72
Baktakftya	N	Y	N	added-since-mw72
BaktijYa	N	Y	N	added-since-mw72
Baktimahant	N	N	N	never-seen
BaktottarikA	N	N	N	never-seen
BakzaMkAra	N	Y	N	added-since-mw72
Bal	Y	Y	N	kept
BalApay	N	N	N	never-seen
Balla	Y	Y	N	kept
Balli	N	Y	N	added-since-mw72
BamBarAlI	Y	Y	N	kept
Banda	N	N	N	never-seen
Bar	N	N	N	never-seen
BaradvAjapravraska	N	Y	N	added-since-mw72
BartfBawwa	N	N	N	never-seen
BartfcittA	N	Y	N	added-since-mw72
Baru	Y	Y	N	kept
Basad	Y	Y	N	kept
Basala	N	Y	N	added-since-mw72
Basita	Y	Y	N	kept
Basma	N	Y	N	added-since-mw72
Basmasay	N	N	N	never-seen
BavAri	N	Y	N	added-since-mw72
Bavanandana	N	Y	N	added-since-mw72
BavasaMkrAnti	N	Y	N	added-since-mw72
Bavitavya	Y	Y	N	kept
BavodBava	N	Y	N	added-since-mw72
BawabalAgra	N	Y	N	added-since-mw72
BawwasarvajYa	N	Y	N	added-since-mw72
BayAy	N	N	N	never-seen
BayaSaNkita	N	N	N	never-seen
Bazita	N	Y	N	added-since-mw72
BedanIya	Y	Y	N	kept
BfNgaka	Y	Y	N	kept
BfNgarola	Y	Y	N	kept
BfSasvid	N	Y	N	added-since-mw72
Bfgu	Y	Y	N	kept
BftikA	N	Y	N	added-since-mw72
Bftikarmakara	N	Y	N	added-since-mw72
BiRqipAla	N	N	N	never-seen
Bid	Y	Y	N	kept
BidABft	N	Y	N	added-since-mw72
Bidelima	Y	Y	N	kept
BikzAbiqAla	N	Y	N	added-since-mw72
Bikzuhala	N	Y	N	added-since-mw72
BikzurAkzasa	N	Y	N	added-since-mw72
Billa	Y	Y	N	kept
Bindu	Y	Y	N	kept
BinnakI	N	Y	N	added-since-mw72
BinnakleSa	N	Y	N	added-since-mw72
Binnaruci	N	Y	N	added-since-mw72
Biru	N	Y	N	added-since-mw72
BirukacCa	N	Y	N	added-since-mw72
Bizaktva	N	Y	N	added-since-mw72
BogAvAsa	N	Y	N	added-since-mw72
Boga	Y	Y	N	kept
BogaMkarA	N	Y	N	added-since-mw72
BogalABa	N	Y	N	added-since-mw72
BogamAlinI	N	Y	N	added-since-mw72
BoganATa	N	Y	N	added-since-mw72
BogavatI	N	Y	N	added-since-mw72
BogipurI	N	N	N	never-seen
BojanIya	Y	Y	N	kept
Bojana	Y	Y	N	kept
Bojya	Y	Y	N	kept
BoskAra	N	Y	N	added-since-mw72
BrAtfvyABiBUti	N	Y	N	added-since-mw72
BrAtfvyApanutti	N	Y	N	added-since-mw72
BrAtfvyadevatya	N	Y	N	added-since-mw72
BrURa	Y	Y	N	kept
BrUkuMsa	N	Y	N	added-since-mw72
BrUkuwika	N	N	N	never-seen
BraMS	Y	Y	N	kept
Bram	Y	Y	N	kept
BramI	N	N	N	never-seen
Bramaraketu	N	N	N	never-seen
Buj	Y	Y	N	kept
BujaSiKara	N	Y	N	added-since-mw72
Bujabalin	N	Y	N	added-since-mw72
BujagAri	N	Y	N	added-since-mw72
Bujaga	N	Y	N	added-since-mw72
Bujayoktra	N	Y	N	added-since-mw72
BuktaSeza	N	Y	N	added-since-mw72
Buvadvant	N	N	N	never-seen
CAgaromamaya	N	Y	N	added-since-mw72
CAyApaTa	N	Y	N	added-since-mw72
CAyApatti	N	N	N	never-seen
CAyApuruzAvaboDana	N	N	N	never-seen
CAya	N	Y	N	added-since-mw72
CaRqIkalpa	N	N	N	never-seen
CaRqikAvArika	N	N	N	never-seen
Cad	Y	Y	N	kept
Cada	Y	Y	N	kept
CadirdarSa	N	Y	N	added-since-mw72
Cadizmant	N	N	N	never-seen
CagalAntrI	N	Y	N	added-since-mw72
CagalikA	N	Y	N	added-since-mw72
Calamaya	N	N	N	never-seen
Calana	Y	Y	N	kept
CalapAta	N	Y	Y	added-since-mw72
CamaRqala	N	Y	N	added-since-mw72
Canda	Y	Y	N	kept
CandaHSloka	N	N	N	never-seen
CandaHpratizWAna	N	Y	Y	added-since-mw72
CandadAyaka	N	N	N	never-seen
CandapariSudDi	N	N	N	never-seen
CandapratyudDAra	N	N	N	never-seen
CandavAsin	N	N	N	never-seen
CandoBAga	N	Y	N	added-since-mw72
CandoBaNgavant	N	N	N	never-seen
CandombuDi	N	N	N	never-seen
Card	Y	N	N	dropped
CattropAnaha	N	Y	N	added-since-mw72
Cavi	Y	Y	N	kept
Cid	Y	Y	N	kept
CidrAnusArin	N	Y	N	added-since-mw72
CidrakarRa	N	Y	N	added-since-mw72
CinnaBakta	N	Y	N	added-since-mw72
CinnakarRa	N	Y	Y	added-since-mw72
CinnamastakI	N	N	N	never-seen
Cinnaplotika	N	N	N	never-seen
ColaNga	Y	Y	N	kept
Cowana	N	Y	N	added-since-mw72
Cur	Y	Y	N	kept
CurikAlakzaRa	N	N	N	never-seen
Cuw	Y	Y	N	kept
DA	Y	Y	N	kept
DAman	Y	Y	Y	kept
DAmavant	N	N	N	never-seen
DAnurveda	N	Y	N	added-since-mw72
DAnyajIvin	N	Y	N	added-since-mw72
DAnyakawaka	N	Y	N	added-since-mw72
DAnyamiSra	N	Y	N	added-since-mw72
DAnyapUla	N	Y	N	added-since-mw72
DAnyarAja	N	Y	N	added-since-mw72
DArApaTa	N	Y	N	added-since-mw72
DArAsalila	N	Y	N	added-since-mw72
DAra	Y	Y	N	kept
DAralopaka	N	Y	N	added-since-mw72
DArmika	Y	Y	N	kept
DAtakIKaRqa	N	Y	N	added-since-mw72
DAtavIya	N	N	N	never-seen
DAv	Y	Y	N	kept
DAvana	Y	Y	N	kept
DAya	Y	Y	N	kept
DAyina	N	N	N	never-seen
DImant	N	N	N	never-seen
DIrI	N	N	N	never-seen
DItA	N	Y	N	added-since-mw72
DU	Y	Y	N	kept
DUNkzRA	N	N	N	never-seen
DUlIkadamba	N	Y	N	added-since-mw72
DUligucCa	N	Y	N	added-since-mw72
DUmAy	N	N	N	never-seen
DUmala	Y	Y	N	kept
DUmanetra	N	Y	N	added-since-mw72
DUmarakta	N	Y	N	added-since-mw72
DUmay	N	N	N	never-seen
DUmra	Y	Y	N	kept
DUmraka	Y	Y	N	kept
DUpay	N	N	N	never-seen
DUrta	Y	Y	N	kept
DUrtalavaRa	N	Y	N	added-since-mw72
DUrti	Y	Y	N	kept
DUryuja	N	Y	N	added-since-mw72
DUtaguRa	N	Y	N	added-since-mw72
Dakzat	N	Y	N	added-since-mw72
DanAy	N	N	N	never-seen
DanDa	N	Y	N	added-since-mw72
DanEzin	N	Y	N	added-since-mw72
DanadAy	N	N	N	never-seen
Danagupta	N	Y	N	added-since-mw72
DanahAraka	N	Y	N	added-since-mw72
DanamUlya	N	Y	N	added-since-mw72
DanasaMmata	N	N	N	never-seen
Danav	N	N	N	never-seen
Danavarman	N	Y	N	added-since-mw72
Danaviparyaya	N	Y	N	added-since-mw72
DaneSa	N	Y	N	added-since-mw72
DanurmArga	N	Y	N	added-since-mw72
DanuzkalApaka	N	N	N	never-seen
DanuzketakI	N	N	N	never-seen
Danv	Y	Y	N	kept
DanvArti	N	N	N	never-seen
Danva	Y	Y	N	kept
Danvana	N	Y	N	added-since-mw72
Dar	N	N	N	never-seen
DarADarendra	N	Y	N	added-since-mw72
Dara	Y	Y	N	kept
DaraRa	Y	Y	N	kept
DaraRidAsa	N	Y	N	added-since-mw72
DaraRija	N	Y	N	added-since-mw72
Darimameya	N	Y	N	added-since-mw72
DaritrIBft	N	Y	N	added-since-mw72
DaritrIDara	N	Y	N	added-since-mw72
Darm	N	N	N	never-seen
DarmArTika	N	Y	N	added-since-mw72
Darma	Y	Y	Y	kept
DarmaDAraya	N	Y	N	added-since-mw72
DarmaDAtuniyata	N	Y	N	added-since-mw72
DarmaDvajavant	N	N	N	never-seen
DarmaSAwapraticCanna	N	Y	N	added-since-mw72
DarmaSarIra	N	Y	N	added-since-mw72
DarmaSravaRa	N	Y	N	added-since-mw72
Darmadruh	N	Y	N	added-since-mw72
DarmakAmArTasaMbanDa	N	N	N	never-seen
DarmakAya	N	Y	N	added-since-mw72
DarmapASa	N	Y	N	added-since-mw72
Darmaputraka	N	Y	N	added-since-mw72
DarmarAjaputra	N	Y	N	added-since-mw72
DarmasAgara	N	Y	Y	added-since-mw72
DarmasaMjYa	N	Y	N	added-since-mw72
Darmasatyavrateyu	N	Y	N	added-since-mw72
DarmatA	N	Y	N	added-since-mw72
DarmavARijyaka	N	Y	N	added-since-mw72
Darmaviplava	N	Y	N	added-since-mw72
DarmaviroDavant	N	N	N	never-seen
Darmay	N	N	N	never-seen
DarmayaSas	N	Y	N	added-since-mw72
DarmayajYa	N	Y	N	added-since-mw72
DarmigrAhakamAna	N	N	N	never-seen
Darmodrata	N	N	N	never-seen
DarzaRa	Y	Y	N	kept
Davala	Y	Y	N	kept
Davalapakza	N	Y	N	added-since-mw72
DavalapurARasamuccaya	N	N	N	never-seen
Davalasmfti	N	Y	N	added-since-mw72
Dayadvant	N	N	N	never-seen
Dena	Y	Y	N	kept
DftarAzwra	N	Y	N	added-since-mw72
DfzwatA	N	Y	N	added-since-mw72
DigvAda	N	Y	N	added-since-mw72
DizRya	Y	Y	N	kept
Druva	Y	Y	N	kept
DunDumant	N	N	N	never-seen
DurAnikzepaRa	N	Y	N	added-since-mw72
Durya	Y	Y	N	kept
DutaguRa	N	Y	N	added-since-mw72
DvANkza	Y	Y	N	kept
DvAjavata	N	N	N	never-seen
Dvajavada	N	Y	N	added-since-mw72
Dvanana	Y	Y	N	kept
DvanyAcArya	N	Y	N	added-since-mw72
Dvanya	Y	Y	N	kept
Dvasmanvant	N	N	N	never-seen
DyA	Y	Y	N	kept
DyAmIkaraRa	N	Y	N	added-since-mw72
DyAmalI	N	N	N	never-seen
DyAmala	N	Y	N	added-since-mw72
DyAnAgAra	N	Y	N	added-since-mw72
DyAna	Y	Y	N	kept
E	Y	Y	N	kept
ESvarakAraRika	N	Y	Y	added-since-mw72
EcCantika	N	N	N	never-seen
EhilOkika	N	N	N	never-seen
EhipaSyika	N	N	N	never-seen
EkAntika	Y	Y	N	kept
EkEkaSya	N	N	N	never-seen
Ekamantrya	N	Y	Y	added-since-mw72
EkamuKya	N	Y	Y	added-since-mw72
Ekzavya	Y	Y	N	kept
Enasa	Y	Y	N	kept
EndriyAvata	N	N	N	never-seen
EqAdaDa	N	Y	N	added-since-mw72
ErAvant	N	N	N	never-seen
ErAvataka	N	Y	N	added-since-mw72
EraRqa	N	N	N	never-seen
Ereya	Y	Y	N	kept
EryApaTikI	N	Y	Y	added-since-mw72
EvamarTya	N	Y	Y	added-since-mw72
EzAvIra	Y	Y	N	kept
GArikA	N	Y	Y	added-since-mw72
GAtaka	Y	Y	N	kept
GAtitva	N	Y	N	added-since-mw72
GAwa	Y	Y	N	kept
GAwalikA	N	Y	N	added-since-mw72
GaNGaSAlA	N	N	N	never-seen
GaRwAkarRI	N	Y	N	added-since-mw72
GaRwa	Y	Y	N	kept
GamaGamArava	N	Y	N	added-since-mw72
GanAsTikaPa	N	N	N	never-seen
Gana	Y	Y	N	kept
Ganamud	N	Y	N	added-since-mw72
Ganodaya	N	Y	N	added-since-mw72
Gar	Y	Y	N	kept
GarGara	Y	Y	N	kept
GariRI	N	Y	N	added-since-mw72
GarmaBAnu	N	Y	N	added-since-mw72
GarmadIDiti	N	Y	N	added-since-mw72
Garmasvaras	N	Y	N	added-since-mw72
Garmatoya	N	Y	N	added-since-mw72
GarmocCizwa	N	Y	N	added-since-mw72
Gas	Y	Y	N	kept
Gaw	Y	Y	N	kept
Gawa	Y	Y	N	kept
GawikAcalamAhAtmya	N	N	N	never-seen
Gaww	Y	Y	N	kept
Gawwa	Y	Y	N	kept
GfRAvant	N	N	N	never-seen
GfRi	Y	Y	N	kept
GftAhuti	N	Y	N	added-since-mw72
GftAnuzikta	N	Y	N	added-since-mw72
GftaBAjana	N	Y	N	added-since-mw72
GftaDArA	N	Y	N	added-since-mw72
GftakumBa	N	Y	N	added-since-mw72
GftaleKinI	N	Y	N	added-since-mw72
Gftaminva	N	Y	N	added-since-mw72
Gftasamudra	N	Y	Y	added-since-mw72
Gftatva	N	Y	N	added-since-mw72
GftayAjyA	N	Y	N	added-since-mw72
Gola	Y	Y	N	kept
GorASaya	N	Y	N	added-since-mw72
GorasaMsparSa	N	Y	N	added-since-mw72
Gowakamfga	N	N	N	never-seen
GowapAlaka	N	N	N	never-seen
Gozila	N	Y	N	added-since-mw72
GrA	Y	Y	N	kept
GuNGuma	N	Y	Y	added-since-mw72
Guw	Y	Y	N	kept
Guz	Y	Y	N	kept
I	Y	Y	N	kept
IMkAra	N	Y	Y	added-since-mw72
INK	Y	Y	N	kept
ISADara	N	Y	Y	added-since-mw72
ISAcala	N	Y	Y	added-since-mw72
ISAnadiS	N	Y	Y	added-since-mw72
ISAnahata	N	Y	Y	added-since-mw72
ISAvAsyaKaRqana	N	N	N	never-seen
ISaka	N	N	N	never-seen
ISatva	N	Y	N	added-since-mw72
ISvara	Y	Y	N	kept
ISvaraBAva	N	Y	N	added-since-mw72
ISvaraSataka	N	N	N	never-seen
ISvaradIkzita	N	N	N	never-seen
ISvarakAraRika	N	Y	Y	added-since-mw72
ISvarakAraRin	N	Y	N	added-since-mw72
ISvarasuKavAda	N	N	N	never-seen
IdfSaBUta	N	Y	Y	added-since-mw72
IdfgavasTa	N	Y	Y	added-since-mw72
IhAvant	N	N	N	never-seen
Ijya	N	N	N	never-seen
Ikz	Y	Y	Y	kept
IkzAraRyamAhAtmya	N	N	N	never-seen
Ikzaka	Y	Y	N	kept
Ikzati	N	N	N	never-seen
Ikzitar	N	N	N	never-seen
Ilay	N	N	N	never-seen
Ir	Y	Y	N	kept
Ira	Y	Y	Y	kept
IrapAda	N	Y	N	added-since-mw72
Iyakz	N	N	N	never-seen
IzADara	N	N	N	never-seen
IzIkA	Y	Y	N	kept
IzatkArya	N	Y	N	added-since-mw72
Izatpramaya	N	N	N	never-seen
IzatsaMjYa	N	Y	Y	added-since-mw72
Izatsvinna	N	N	N	never-seen
JaMkfti	N	N	N	never-seen
Jakawa	N	N	N	never-seen
JalaYJalA	N	N	N	never-seen
JallIkA	N	Y	N	added-since-mw72
Jara	Y	Y	N	kept
KARu	N	N	N	never-seen
KAdanIya	Y	Y	N	kept
KAdyakacAraka	N	N	N	never-seen
KAnam	N	Y	N	added-since-mw72
KAtaka	Y	Y	N	kept
KAtapUrva	N	N	N	never-seen
KAtra	Y	Y	Y	kept
KaRqaPulla	N	N	N	never-seen
KaRqaka	Y	Y	N	kept
KaRqamodaka	N	Y	N	added-since-mw72
KaRqaparaSu	N	Y	N	added-since-mw72
KaRqarakza	N	Y	N	added-since-mw72
KaRqasPuwa	N	N	N	never-seen
KaRqatraya	N	N	N	never-seen
KaRqika	Y	Y	Y	kept
KaRqin	Y	Y	N	kept
KaSa	Y	Y	N	kept
KaYjAhva	N	N	N	never-seen
KaYja	Y	Y	N	kept
KadA	N	Y	N	added-since-mw72
KadUraka	Y	Y	N	kept
Kadana	N	Y	Y	added-since-mw72
Kadiraka	Y	Y	N	kept
KakKawa	Y	Y	N	kept
KalApi	N	N	N	never-seen
KalI	N	Y	N	added-since-mw72
KalIna	Y	Y	N	kept
KalekapotanyAya	N	Y	Y	added-since-mw72
KallAwaka	N	Y	N	added-since-mw72
Kalla	Y	Y	N	kept
Kalu	Y	Y	N	kept
KalupaScAdBaktika	N	N	N	never-seen
KalvaNga	N	Y	Y	added-since-mw72
KalvakA	N	Y	N	added-since-mw72
KamBIrapati	N	N	N	never-seen
Kanya	Y	Y	N	kept
KanyavAdin	N	Y	Y	added-since-mw72
KaqIna	N	Y	Y	added-since-mw72
KaqgAKaqgi	N	Y	Y	added-since-mw72
KaqgalakzaRa	N	N	N	never-seen
KaqgapawwiSin	N	N	N	never-seen
KaqgavAri	N	Y	Y	added-since-mw72
KaqgavizARa	N	Y	Y	added-since-mw72
Karajru	N	Y	N	added-since-mw72
Karapattrodumbara	N	N	N	never-seen
KaraprARa	N	Y	N	added-since-mw72
KaraskanDa	N	Y	N	added-since-mw72
KaraturagIya	N	Y	Y	added-since-mw72
KarjUra	Y	Y	N	kept
Karpa	N	N	N	never-seen
KaruKarA	N	N	N	never-seen
KarvI	N	N	N	never-seen
Karvay	N	N	N	never-seen
Kasa	Y	Y	N	kept
Kasraj	N	N	N	never-seen
Kavant	N	N	N	never-seen
KawakA	N	Y	N	added-since-mw72
Kawu	N	Y	N	added-since-mw72
KawuNka	N	N	N	never-seen
KawvA	Y	Y	N	kept
Kaza	N	N	N	never-seen
Kelagati	N	Y	N	added-since-mw72
Keqqa	N	N	N	never-seen
Kewana	N	Y	Y	added-since-mw72
Kila	Y	Y	Y	kept
Killita	N	N	N	never-seen
Kiqga	N	Y	N	added-since-mw72
Kola	Y	Y	N	kept
Koqaka	N	N	N	never-seen
Kowaka	N	N	N	never-seen
KuBBika	N	N	N	never-seen
KuramAlin	N	Y	Y	added-since-mw72
Kusta	N	N	N	never-seen
Kustaka	N	N	N	never-seen
KyA	Y	Y	N	kept
OccEHSravasa	Y	Y	N	kept
OdAra	N	N	N	never-seen
OdArika	Y	Y	N	kept
OdBida	Y	Y	N	kept
OdDatya	Y	Y	Y	kept
OdDava	N	Y	N	added-since-mw72
OdDavamaya	N	Y	N	added-since-mw72
Odarciza	N	Y	Y	added-since-mw72
OdarikaSarIra	N	N	N	never-seen
OddAlaki	Y	Y	N	kept
OddeSika	Y	Y	N	kept
OdgAtraprayoga	N	N	N	never-seen
Odumbari	Y	Y	N	kept
Okzaka	Y	Y	N	kept
OlUKala	Y	Y	N	kept
OluRqya	N	Y	N	added-since-mw72
OmApata	N	Y	Y	added-since-mw72
OnIta	N	N	N	never-seen
Onnidya	N	N	N	never-seen
OpAsanamantra	N	N	N	never-seen
OpaDika	Y	Y	N	kept
OpacAyika	N	Y	Y	added-since-mw72
OpakArika	N	Y	Y	added-since-mw72
OpakArya	Y	Y	Y	kept
Opamanyavin	N	N	N	never-seen
OpanAyika	N	Y	N	added-since-mw72
OpavAhya	Y	Y	N	kept
Opayika	Y	Y	N	kept
Opendra	N	Y	Y	added-since-mw72
OraBrika	Y	Y	Y	kept
Osaja	N	N	N	never-seen
Otkawya	N	Y	Y	added-since-mw72
Ottarapadika	Y	Y	N	kept
Ottarapattra	N	N	N	never-seen
OzRa	N	Y	Y	added-since-mw72
OzWIna	N	Y	Y	added-since-mw72
OzaDaprayoga	N	Y	Y	added-since-mw72
Ozwraka	Y	Y	N	kept
PARway	N	N	N	never-seen
PAlacamasa	N	Y	N	added-since-mw72
PAlakfzwa	N	Y	N	added-since-mw72
PAlgunIpakza	N	Y	N	added-since-mw72
PaNgA	N	N	N	never-seen
Pal	Y	Y	N	kept
PalAgraSAKin	N	Y	N	added-since-mw72
PalAy	N	N	N	never-seen
Pala	Y	Y	N	kept
Palakin	Y	Y	N	kept
PalamUlavant	N	N	N	never-seen
Palika	N	Y	N	added-since-mw72
PelA	N	Y	N	added-since-mw72
Pull	Y	Y	N	kept
Pullapadmotpalavant	N	N	N	never-seen
Puqut	N	Y	N	added-since-mw72
Puwwaka	N	Y	N	added-since-mw72
QArikA	N	Y	N	added-since-mw72
Qakka	Y	Y	N	kept
QuRQika	N	N	N	never-seen
Ra	Y	Y	N	kept
SA	N	N	N	never-seen
SAKA	N	Y	N	added-since-mw72
SASvatikatA	N	Y	N	added-since-mw72
SAkadIkzA	N	Y	N	added-since-mw72
SAkala	Y	Y	N	kept
SAkamfza	N	Y	N	added-since-mw72
SAkunikAyinI	N	Y	N	added-since-mw72
SAkyavarDa	N	Y	N	added-since-mw72
SAlivAhana	N	Y	N	added-since-mw72
SAmyaprASa	N	Y	N	added-since-mw72
SAmyavAkA	N	Y	N	added-since-mw72
SAntalABa	N	Y	N	added-since-mw72
SAntivA	N	Y	N	added-since-mw72
SAqava	N	Y	N	added-since-mw72
SArNgaDanus	N	Y	N	added-since-mw72
SAradaBUruh	N	Y	N	added-since-mw72
SAs	Y	Y	N	kept
SAwI	Y	Y	N	kept
SAwaka	Y	Y	N	kept
SAyayitavya	N	Y	N	added-since-mw72
SElABa	N	Y	N	added-since-mw72
SEla	Y	Y	N	kept
SElagATA	N	Y	N	added-since-mw72
SErIzaka	N	Y	N	added-since-mw72
SEvala	Y	Y	N	kept
SIBara	N	Y	N	added-since-mw72
SIlamaya	N	Y	N	added-since-mw72
SIlavrata	N	Y	N	added-since-mw72
SIlay	N	N	N	never-seen
SIrzatrARa	N	Y	N	added-since-mw72
SItAMSuBAj	N	Y	N	added-since-mw72
SIta	Y	Y	N	kept
SItaBIta	N	Y	N	added-since-mw72
SItasparSa	N	Y	N	added-since-mw72
SItavana	N	Y	N	added-since-mw72
SUla	Y	Y	N	kept
SUnyapakza	N	Y	N	added-since-mw72
SUraMgama	N	Y	N	added-since-mw72
SUraMgamasamADinirdeSa	N	Y	N	added-since-mw72
SaMkara	N	Y	N	added-since-mw72
SaMkaranftyaraNgadeSa	N	N	N	never-seen
SaMs	Y	Y	N	kept
SaMsivaMs	N	N	N	never-seen
SaNKa	Y	Y	N	kept
SaNKaSuktikA	N	Y	N	added-since-mw72
SaNKanABI	N	Y	N	added-since-mw72
SaNKasvara	N	Y	N	added-since-mw72
SaNKin	Y	Y	N	kept
SaNk	Y	Y	N	kept
SaNkuDAna	N	Y	N	added-since-mw72
SaSa	Y	Y	N	kept
SaSarajas	N	Y	N	added-since-mw72
SaWabudDi	N	Y	N	added-since-mw72
Sabalita	N	Y	N	added-since-mw72
SabarI	N	Y	N	added-since-mw72
SabarikA	N	Y	N	added-since-mw72
SabdaprAC	N	N	N	never-seen
Sak	Y	Y	N	kept
SakaDUma	N	Y	N	added-since-mw72
SakalIkfti	N	Y	N	added-since-mw72
Sakalin	Y	Y	N	kept
SakasTAna	N	Y	N	added-since-mw72
SakracApa	N	Y	N	added-since-mw72
Sal	Y	Y	N	kept
SalAkAvftti	N	Y	N	added-since-mw72
SalAlu	Y	Y	N	kept
SalakawaNkata	N	Y	N	added-since-mw72
SalyAy	N	N	N	never-seen
Salya	Y	Y	N	kept
Sam	Y	Y	N	kept
SamayitfkA	N	Y	N	added-since-mw72
SampA	Y	Y	N	kept
Sap	Y	Y	N	kept
SarAri	Y	Y	N	kept
SarAvApa	N	Y	N	added-since-mw72
SarAvatI	Y	Y	N	kept
SarIrAkAra	N	Y	N	added-since-mw72
SarIradeSa	N	Y	N	added-since-mw72
SarIrarezaRa	N	Y	N	added-since-mw72
SaraBA	N	Y	N	added-since-mw72
SaraccandrAy	N	N	N	never-seen
SaratkAntimaya	N	Y	N	added-since-mw72
SarmavarmagaRa	N	Y	N	added-since-mw72
Sarmin	N	Y	N	added-since-mw72
SaryA	N	Y	N	added-since-mw72
SastragrAhavant	N	N	N	never-seen
SatAra	N	Y	N	added-since-mw72
SataSalAka	N	Y	N	added-since-mw72
SataSala	N	Y	N	added-since-mw72
Satabala	N	Y	N	added-since-mw72
SatacaraRA	N	Y	N	added-since-mw72
SatadAna	N	N	N	never-seen
Satakowi	N	Y	N	added-since-mw72
Satana	N	Y	N	added-since-mw72
SatapAtin	N	Y	N	added-since-mw72
Satapattra	N	Y	N	added-since-mw72
Satayajvan	N	Y	N	added-since-mw72
SateGma	N	N	N	never-seen
SayanAsanavArika	N	Y	N	added-since-mw72
SayanapAlikA	N	Y	N	added-since-mw72
SayyAkAla	N	Y	N	added-since-mw72
SeKarAy	N	N	N	never-seen
SevAla	Y	Y	N	kept
SfNgArA	N	Y	N	added-since-mw72
SiKADara	N	Y	N	added-since-mw72
SiKAvant	N	N	N	never-seen
SiKiBU	N	Y	N	added-since-mw72
SiKikaRa	N	Y	N	added-since-mw72
SiKina	N	Y	N	added-since-mw72
SiKitama	N	Y	N	added-since-mw72
Sikz	Y	Y	N	kept
Sikza	N	Y	N	added-since-mw72
SilADara	N	Y	N	added-since-mw72
SilpasTAna	N	Y	N	added-since-mw72
SirIzaka	N	Y	N	added-since-mw72
