pwk_L	pwk_pc	hw_slp1	iast	pipeline_tier	rank	mw_fuzzy	evidence	mw_forms	verdict	corr_n	corr_dicts	mahavy	mahavy_refs	dcs_lemma	dcs_form	body_chars	review_note
209787	7-291-b	aGawita	aghaṭita	NO-MATCH	C				confirmed-missing	3	md;sch;stc	0		0	0	42	
209788	7-291-b	aGadIpikA	aghadīpikā	NO-MATCH	B		B:aGana		confirmed-missing	2	acc;sch	0		0	0	41	
209790	7-291-b	aGapaYcavivecana	aghapañcavivecana	NO-MATCH	B		B:aGana		confirmed-missing	2	acc;sch	0		0	0	68	
209791	7-291-b	aGaBeda	aghabheda	NO-MATCH	B		B:aGamarzaRa		confirmed-missing	1	sch	0		0	0	39	
209794	7-291-b	aGavivecana	aghavivecana	NO-MATCH	B		B:aGarma;B:aGaSaMsa		confirmed-missing	2	acc;sch	0		0	0	43	
209797	7-291-b	aGazawka	aghaṣaṭka	NO-MATCH	B		B:aGaSaMsin;B:aGAtuka		confirmed-missing	2	acc;sch	0		0	0	92	
209802	7-291-b	aGorakalpa	aghorakalpa	NO-MATCH	B		B:aGfRin;B:aGoraGoratara		confirmed-missing	3	acc;pui;sch	0		0	0	45	
209804	7-291-b	aGnyAtva	aghnyātva	nearform1.00		aGnyatva		aGnyatva	covered-by-fold-twin-flagged	1	sch	0		0	0	41	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
209806	7-291-b	aNkatA	aṅkatā	stem				aNkati	covered-by-MW-stem-form	1	sch	0		0	0	38	
209807	7-291-b	aNkanaSAstra	aṅkanaśāstra	NO-MATCH	B		B:aNkapASa		confirmed-missing	2	acc;sch	0		0	0	44	
209809	7-291-b	aNkAy	aṅkāy	stem				aNkAya	covered-by-MW-stem-form	0		0		0	0	39	
209811	7-291-b	aNkur	aṅkur	stem				aNkura	covered-by-MW-stem-form	0		0		0	0	203	
209812	7-291-b	aNkuray	aṅkuray	stem				aNkuraya	covered-by-MW-stem-form	3	ccs;pwg;sch	0		0	0	44	
209816	7-291-c	aNkuSaKewin	aṅkuśakheṭin	NO-MATCH	B		B:aNkuSa		confirmed-missing	1	sch	0		0	0	46	
209817	7-291-c	aNkuSaDara	aṅkuśadhara	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	132	
209818	7-291-c	aNkuSeSvara	aṅkuśeśvara	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	43	
209819	7-291-c	aNkUray	aṅkūray	stem				aNkUraya	covered-by-MW-stem-form	2	pwg;sch	0		0	0	82	
209823	7-291-c	aNgaGawanA	aṅgaghaṭanā	NO-MATCH	A		A:aNgakriyA;B:aNgaja		confirmed-missing	1	sch	0		0	0	42	
209825	7-291-c	aNgatas	aṅgatas	stem				aNgatA;aNgati	covered-by-MW-stem-form	2	ben;sch	0		0	0	39	
209826	7-291-c	aNgatvanirukti	aṅgatvanirukti	NO-MATCH	C				confirmed-missing	2	acc;sch	0		0	0	46	
209827	7-291-c	aNgadinna	aṅgadinna	NO-MATCH	C				confirmed-missing	2	bhs;sch	0		0	0	104	
209828	7-291-c	aNgapragraha	aṅgapragraha	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	44	
209829	7-291-c	aNgaBaNga	aṅgabhaṅga	nearform0.82		avaBaNga		avaBaNga	confirmed-missing	3	cae;ccs;sch	0		1	1	92	add-check:auto-confirmed-false-friend: near form 'avaBaNga' is a separate pw.txt entry at 1-123-b (candidate at 7-291-c) carrying its own distinct sense - omission stands
209830	7-291-c	aNgaBUta	aṅgabhūta	NO-MATCH	A		A:aNgaBeda		confirmed-missing	1	sch	0		0	0	40	
209834	7-291-c	aNgalatikA	aṅgalatikā	nearform0.80		ANgalOkika		ANgalOkika	near-form-needs-eyes	2	ben;sch	0		0	0	42	
209835	7-291-c	aNgalepA	aṅgalepā	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	110	
209836	7-291-c	aNgaloman	aṅgaloman	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	41	
209837	7-291-c	aNgavAdA	aṅgavādā	NO-MATCH	A		A:aNgavAhaka		confirmed-missing	1	sch	0		0	0	40	
209842	7-291-c	aNgArakalikA	aṅgārakalikā	nearform0.83		aNgAraDAnikA		aNgAraDAnikA	confirmed-missing	1	sch	0		0	0	44	add-check:auto-confirmed-false-friend: near form 'aNgAraDAnikA' is a separate pw.txt entry at 1-012-b (candidate at 7-291-c) carrying its own distinct sense - omission stands
209843	7-291-c	aNgArakA	aṅgārakā	stem				aNgAraka	covered-by-MW-stem-form	2	pe;sch	0		0	0	125	
209846	7-291-c	aNgAraDUmavant	aṅgāradhūmavant	NO-MATCH	B		B:aNgAraDAnikA		confirmed-missing	1	sch	0		0	0	65	
209847	7-291-c	aNgAravAhikA	aṅgāravāhikā	nearform0.83		aNgArajIvikA		aNgArajIvikA	confirmed-missing	2	pui;sch	0		1	1	62	add-check:auto-confirmed-false-friend: near form 'aNgArajIvikA' is a separate pw.txt entry at 1-012-b (candidate at 7-291-c) carrying its own distinct sense - omission stands
209851	7-291-c	aNgAreSvara	aṅgāreśvara	nearform0.86		aNgAravAra		aNgAravAra	confirmed-missing	1	sch	0		1	0	43	add-check:auto-confirmed-false-friend: near form 'aNgAravAra' is a separate pw.txt entry at 1-012-c (candidate at 7-291-c) carrying its own distinct sense - omission stands
209857	7-291-d	aNgulIPaRahastaka	aṅgulīphaṇahastaka	NO-MATCH	A		B:aNgulivezwaka;A:aNgulIBaNga		confirmed-missing	2	bhs;sch	0		0	0	49	
209859	7-291-d	aNgulIvikzepam	aṅgulīvikṣepam	NO-MATCH	A		A:aNgulIBaNga		confirmed-missing	1	sch	0		0	0	115	
209860	7-291-d	aNgulya	aṅgulya	nearform0.93		aNgulIya		aNgulIya	confirmed-missing	1	sch	0		1	0	39	add-check:auto-confirmed-false-friend: near form 'aNgulIya' is a separate pw.txt entry at 1-013-a (candidate at 7-291-d) carrying its own distinct sense - omission stands
209861	7-291-d	aNguzWaka	aṅguṣṭhaka	nearform0.89		aNguzWikA		aNguzWikA	confirmed-missing	1	sch	0		1	1	41	add-check:auto-confirmed-false-friend: near form 'aNguzWikA' is a separate pw.txt entry at 1-013-b (candidate at 7-291-d) carrying its own distinct sense - omission stands
209862	7-291-d	aNguzWaviBedika	aṅguṣṭhavibhedika	nearform0.93		aNguzWaviBedaka		aNguzWaviBedaka	near-form-needs-eyes	2	bhs;sch	0		0	0	47	
209867	7-291-d	acakita	acakita	NO-MATCH	A		A:aNGryavanejana;A:acakravarta		confirmed-missing	3	md;sch;stc	0		1	1	39	
209870	7-291-d	acandrasUrya	acandrasūrya	NO-MATCH	B		B:acaRqa		confirmed-missing	2	sch;stc	0		0	0	128	
209871	7-291-d	acandrArkagraha	acandrārkagraha	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	47	
209872	7-291-d	acayana	acayana	NO-MATCH	A		A:acara		confirmed-missing	1	sch	0		0	0	40	
209878	7-291-d	acarvayant	acarvayant	NO-MATCH	A		A:acarita;B:acala		confirmed-missing	1	sch	0		0	0	42	
209880	7-291-d	acaladakza	acaladakṣa	NO-MATCH	B		B:acala;B:acalapura		confirmed-missing	0		0		0	0	42	
209882	7-291-d	acalendra	acalendra	NO-MATCH	A		B:acalapura;A:acAkrika		confirmed-missing	3	inm;md;sch	0		0	0	60	
209884	7-291-d	acAkzuza	acākṣuṣa	nearform0.94		acakzuzka		acakzuzka	confirmed-missing	1	sch	0		1	1	43	add-check:auto-confirmed-false-friend: near form 'acakzuzka' is a separate pw.txt entry at 1-013-c (candidate at 7-291-d) carrying its own distinct sense - omission stands
209885	7-291-d	acAturmAsya	acāturmāsya	NO-MATCH	C				confirmed-missing	2	sch;stc	0		0	0	89	
209886	7-291-d	acikitsanIya	acikitsanīya	NO-MATCH	B		B:acit		confirmed-missing	2	md;sch	0		0	0	44	
209889	7-291-d	acintanIya	acintanīya	NO-MATCH	B		B:acittapAjas;B:acintya		confirmed-missing	6	ap;cae;ccs;md;sch;vcp	0		0	0	110	
209891	7-291-d	acintyaja	acintyaja	NO-MATCH	B		B:acintya;B:acira		confirmed-missing	1	sch	0		1	0	41	
209893	7-291-d	aciraruci	aciraruci	nearform0.82		arTaruci		arTaruci	confirmed-missing	1	sch	0		0	0	41	add-check:auto-confirmed-false-friend: near form 'arTaruci' is a separate pw.txt entry at 1-111-b (candidate at 7-291-d) carrying its own distinct sense - omission stands
209898	7-292-a	acetita	acetita	NO-MATCH	B		B:acetana		confirmed-missing	3	md;sch;stc	0		1	1	60	
209899	7-292-a	acokza	acokṣa	NO-MATCH	A		A:acCawASabda		confirmed-missing	1	sch	0		1	0	93	
209901	7-292-a	acCattraka	acchattraka	nearform0.80		apacCattra		apacCattra	confirmed-missing	1	sch	0		0	0	42	add-check:auto-confirmed-false-friend: near form 'apacCattra' is a separate pw.txt entry at 1-069-c (candidate at 7-292-a) carrying its own distinct sense - omission stands
209902	7-292-a	acCadirdarSa	acchadirdarśa	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	44	
209903	7-292-a	acCadman	acchadman	nearform0.88		AcCAdana		AcCAdana	confirmed-missing	2	sch;stc	0		0	0	40	add-check:auto-confirmed-false-friend: near form 'AcCAdana' is a separate pw.txt entry at 1-163-c (candidate at 7-292-a) carrying its own distinct sense - omission stands
209904	7-292-a	acCanda	acchanda	nearform0.80		AcCAdana		AcCAdana	confirmed-missing	3	ben;md;sch	0		0	0	42	add-check:auto-confirmed-false-friend: near form 'AcCAdana' is a separate pw.txt entry at 1-163-c (candidate at 7-292-a) carrying its own distinct sense - omission stands
209906	7-292-a	acCandaskfta	acchandaskṛta	NO-MATCH	A		A:acCandaska;B:acCaBalla		confirmed-missing	1	sch	0		0	0	44	
209908	7-292-a	acCamaRqaka	acchamaṇḍaka	NO-MATCH	B		B:acCaBalla		confirmed-missing	1	sch	0		0	0	43	
209909	7-292-a	acCambawkAram	acchambaṭkāram	nearform0.89		acCambawkArAya		acCambawkArAya	near-form-needs-eyes	1	sch	0		0	0	49	
209910	7-292-a	acCardanIya	acchardanīya	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	43	
209911	7-292-a	acCAyopaga	acchāyopaga	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	76	
209912	7-292-a	acCidradarSana	acchidradarśana	NO-MATCH	C				confirmed-missing	2	ben;sch	0		0	0	46	
209913	7-292-a	acCidrapattra	acchidrapattra	nearform0.85		acCinnapattra		acCinnapattra	confirmed-missing	1	sch	0		0	0	45	add-check:auto-confirmed-false-friend: near form 'acCinnapattra' is a separate pw.txt entry at 1-014-c (candidate at 7-292-a) carrying its own distinct sense - omission stands
209914	7-292-a	acCidrayAman	acchidrayāman	nearform0.87		aKidrayAman		aKidrayAman	confirmed-missing	1	sch	0		0	0	48	add-check:auto-confirmed-false-friend: near form 'aKidrayAman' is a separate pw.txt entry at 1-005-c (candidate at 7-292-a) carrying its own distinct sense - omission stands
209915	7-292-a	acCidrASvameDa	acchidrāśvamedha	NO-MATCH	B		B:acCinna		confirmed-missing	1	sch	0		0	0	46	
209918	7-292-a	acCinnapayas	acchinnapayas	NO-MATCH	B		B:acCinnapattra;B:acCuptA		confirmed-missing	1	sch	0		0	0	45	
209923	7-292-a	acyutakfzRadIkzita	acyutakṛṣṇadīkṣita	NO-MATCH	B		B:acyuta		confirmed-missing	1	sch	0		0	0	70	
209924	7-292-a	acyutapraca	acyutapraca	NO-MATCH	C				confirmed-missing	2	pwg;sch	0		0	0	43	
209925	7-292-a	acyutaprekza	acyutaprekṣa	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	44	
209926	7-292-a	acyutarAjAByudaya	acyutarājābhyudaya	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	49	
209927	7-292-a	acyutaloka	acyutaloka	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	42	
209928	7-292-a	acyutaSataka	acyutaśataka	NO-MATCH	C				confirmed-missing	2	acc;sch	0		0	0	44	
209929	7-292-a	acyutArcana	acyutārcana	nearform0.82		acyutAgraja		acyutAgraja	confirmed-missing	1	sch	0		0	0	43	add-check:auto-confirmed-false-friend: near form 'acyutAgraja' is a separate pw.txt entry at 1-014-c (candidate at 7-292-a) carrying its own distinct sense - omission stands
209930	7-292-a	acyuti	acyuti	stem				acyuta	covered-by-MW-stem-form	2	sch;vcp	0		1	1	38	
209932	7-292-a	ajakranda	ajakranda	nearform0.89		avakranda		avakranda	confirmed-missing	1	sch	0		0	0	41	add-check:auto-confirmed-false-friend: near form 'avakranda' is a separate pw.txt entry at 1-120-b (candidate at 7-292-a) carrying its own distinct sense - omission stands
209934	7-292-a	ajagat	ajagat	nearform0.92		ajagati		ajagati	confirmed-missing	3	ben;sch;stc	0		0	0	38	add-check:auto-confirmed-false-friend: near form 'ajagati' is a separate pw.txt entry at 5-241-a (candidate at 7-292-a) carrying its own distinct sense - omission stands
209937	7-292-a	ajagDapApman	ajagdhapāpman	NO-MATCH	B		B:ajagAva		confirmed-missing	1	sch	0		0	0	45	
209938	7-292-a	ajaNgama	ajaṅgama	NO-MATCH	C				confirmed-missing	1	sch	0		1	0	40	
209939	7-292-b	ajaNGAla	ajaṅghāla	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	40	
209940	7-292-b	ajajYivaMs	ajajñivaṃs	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	111	
209941	7-292-b	ajaWara	ajaṭhara	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	39	
209942	7-292-b	ajaqapramAtfsidDi	ajaḍapramātṛsiddhi	NO-MATCH	B		B:ajana		confirmed-missing	2	acc;sch	0		0	0	49	
209945	7-292-b	ajanavAdaSIla	ajanavādaśīla	NO-MATCH	A		B:ajanani;A:ajanman		confirmed-missing	1	sch	0		0	0	78	
209947	7-292-b	ajanmanASa	ajanmanāśa	NO-MATCH	A		A:ajanman;B:ajanya		confirmed-missing	1	sch	0		0	0	42	
209949	7-292-b	ajabanDu	ajabandhu	nearform0.88		asabanDu		asabanDu	confirmed-missing	2	sch;vcp	0		0	0	40	add-check:auto-confirmed-false-friend: near form 'asabanDu' is a separate pw.txt entry at 1-147-a (candidate at 7-292-b) carrying its own distinct sense - omission stands
209950	7-292-b	ajamaTana	ajamathana	NO-MATCH	B		B:ajamIQa		confirmed-missing	1	sch	0		0	0	41	
209954	7-292-b	ajarAjarizRu	ajarājariṣṇu	NO-MATCH	B		B:ajaras;B:ajarAmara		confirmed-missing	1	sch	0		0	0	44	
209956	7-292-b	ajarAmarI	ajarāmarī	stem				ajarAmara	covered-by-MW-stem-form	1	sch	0		0	0	164	
209957	7-292-b	ajalpant	ajalpant	NO-MATCH	B		B:ajAgalastana		confirmed-missing	3	cae;ccs;sch	0		0	0	56	
209959	7-292-b	ajAtaguRa	ajātaguṇa	nearform0.82		AtmaguRa		AtmaguRa	confirmed-missing	1	sch	0		0	0	41	add-check:auto-confirmed-false-friend: near form 'AtmaguRa' is a separate pw.txt entry at 1-167-b (candidate at 7-292-b) carrying its own distinct sense - omission stands
209960	7-292-b	ajAtarajas	ajātarajas	NO-MATCH	B		B:ajAtaSatru		confirmed-missing	1	sch	0		0	0	42	
209964	7-292-b	ajApAla	ajāpāla	nearform1.00		ajapAla		ajapAla	covered-by-fold-twin-flagged	1	sch	0		0	0	42	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
209968	7-292-b	ajigIza	ajigīṣa	NO-MATCH	B		B:ajASva		confirmed-missing	3	md;sch;stc	0		0	0	57	
209969	7-292-b	ajitadevAcArya	ajitadevācārya	NO-MATCH	C				confirmed-missing	2	acc;sch	0		0	0	46	
209970	7-292-b	ajitamanas	ajitamanas	nearform0.90		ahitamanas		ahitamanas	near-form-needs-eyes	1	sch	0		0	0	45	
209971	7-292-b	ajitendriyamiSra	ajitendriyamiśra	NO-MATCH	A		A:ajinaratna		confirmed-missing	1	sch	0		0	0	48	
209973	7-292-b	ajinavAsas	ajinavāsas	nearform0.80		ajinavAsin		ajinavAsin	confirmed-missing	1	sch	0		0	0	42	add-check:auto-confirmed-false-friend: near form 'ajinavAsin' is a separate pw.txt entry at 1-016-c (candidate at 7-292-b) carrying its own distinct sense - omission stands
209976	7-292-b	ajihmacArin	ajihmacārin	NO-MATCH	B		B:ajihma;B:ajihva		confirmed-missing	1	sch	0		0	0	62	
209980	7-292-b	ajIrRAmftamaYjarI	ajīrṇāmṛtamañjarī	NO-MATCH	B		B:ajIrRa;B:ajIrRi		confirmed-missing	2	acc;sch	0		0	0	49	
209982	7-292-c	ajIryant	ajīryant	nearform0.93		ajIryat		ajIryat	near-form-needs-eyes	2	sch;stc	0		0	0	40	
209984	7-292-c	ajugupsa	ajugupsa	NO-MATCH	A		B:ajIvani;A:ajU		confirmed-missing	3	ben;sch;stc	0		0	0	59	
209988	7-292-c	ajYAtar	ajñātar	nearform0.92		ajYAta		ajYAta	confirmed-missing	1	sch	0		0	0	39	add-check:auto-confirmed-false-friend: near form 'ajYAta' is a separate pw.txt entry at 1-017-a (candidate at 7-292-c) carrying its own distinct sense - omission stands
209989	7-292-c	ajYAtalipsam	ajñātalipsam	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	44	
209990	7-292-c	ajYeyatva	ajñeyatva	NO-MATCH	B		B:ajyAni		confirmed-missing	1	sch	0		0	0	41	
209992	7-292-c	ajyAyaMs	ajyāyaṃs	nearform0.93		ajyAyas		ajyAyas	near-form-needs-eyes	1	sch	0		0	0	41	
209996	7-292-c	aYjanaparvan	añjanaparvan	NO-MATCH	B		B:aYjanaka		confirmed-missing	2	inm;sch	0		1	0	164	
209997	7-292-c	aYjanABa	añjanābha	nearform0.88		abjanABa		abjanABa	confirmed-missing	4	inm;mci;pwg;sch	0		1	0	43	add-check:auto-confirmed-false-friend: near form 'abjanABa' is a separate pw.txt entry at 1-083-c (candidate at 7-292-c) carrying its own distinct sense - omission stands
209998	7-292-c	aYjanika	añjanika	stem				aYjanikA	covered-by-MW-stem-form	4	gst;mw72;pwg;sch	0		0	0	40	
210000	7-292-c	aYjalipragraha	añjalipragraha	NO-MATCH	B		B:aYjalipuwa		confirmed-missing	1	sch	0		0	0	46	
210001	7-292-c	aYjalivEBava	añjalivaibhava	NO-MATCH	C				confirmed-missing	2	acc;sch	0		0	0	44	
210002	7-292-c	aYjogati	añjogati	nearform0.80		ajagati		ajagati	confirmed-missing	2	sch;stc	0		0	0	164	add-check:auto-confirmed-false-friend: near form 'ajagati' is a separate pw.txt entry at 5-241-a (candidate at 7-292-c) carrying its own distinct sense - omission stands
210007	7-292-c	awwapAla	aṭṭapāla	NO-MATCH	B		B:awAwyA;B:awwahAsa		confirmed-missing	1	sch	0		0	0	40	
210009	7-292-c	aRahilapAwaka	aṇahilapāṭaka	NO-MATCH	A		B:awwahAsa;A:aRi		confirmed-missing	1	sch	0		0	0	45	
210011	7-292-c	aRika	aṇika	nearform0.91		aRqika		aRqika	near-form-needs-eyes	1	sch	0		1	0	43	
210015	7-292-c	aRujyotis	aṇujyotis	NO-MATCH	A		A:aRu;A:aRupriyaNgu		confirmed-missing	1	sch	0		0	0	41	
210019	7-292-c	aRUka	aṇūka	nearform1.00		ARUka		ARUka	covered-by-fold-twin-flagged	1	sch	0		0	1	160	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
210020	7-292-c	aRUkARqa	aṇūkāṇḍa	NO-MATCH	B		B:aRW		confirmed-missing	1	sch	0		0	0	40	
210023	7-292-d	aRqantara	aṇḍantara	NO-MATCH	A		A:aRqa		confirmed-missing	1	sch	0		0	0	41	
210024	7-292-d	aRqaBedana	aṇḍabhedana	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	42	
210025	7-292-d	aRqAta	aṇḍāta	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	67	
210026	7-292-d	aRRAdIkzita	aṇṇādīkṣita	nearform0.86		ayadIkzita		ayadIkzita	near-form-needs-eyes	2	acc;sch	0		0	0	43	
210028	7-292-d	atacCabda	atacchabda	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	59	
210029	7-292-d	atajjAtIya	atajjātīya	nearform0.86		antyajAtIya		antyajAtIya	near-form-needs-eyes	1	sch	0		0	0	58	
210030	7-292-d	ataTAkaraRa	atathākaraṇa	nearform0.91		AtatIkaraRa		AtatIkaraRa	confirmed-missing	1	sch	0		0	0	43	add-check:auto-confirmed-false-friend: near form 'AtatIkaraRa' is a separate pw.txt entry at 1-166-a (candidate at 7-292-d) carrying its own distinct sense - omission stands
210032	7-292-d	atadarhamARa	atadarhamāṇa	NO-MATCH	B		B:atad		confirmed-missing	1	sch	0		0	0	130	
210033	7-292-d	atadAtman	atadātman	nearform0.84		antarAtman		antarAtman	confirmed-missing	1	sch	0		1	0	41	add-check:auto-confirmed-false-friend: near form 'antarAtman' is a separate pw.txt entry at 1-062-b (candidate at 7-292-d) carrying its own distinct sense - omission stands
210035	7-292-d	atadrUpa	atadrūpa	nearform0.80		atirUpa		atirUpa	confirmed-missing	1	sch	0		0	0	43	add-check:auto-confirmed-false-friend: near form 'atirUpa' is a separate pw.txt entry at 1-023-c (candidate at 7-292-d) carrying its own distinct sense - omission stands
210036	7-292-d	atadvid	atadvid	nearform0.86		Atmavid		Atmavid	confirmed-missing	2	cae;sch	0		0	0	39	add-check:auto-confirmed-false-friend: near form 'Atmavid' is a separate pw.txt entry at 1-168-c (candidate at 7-292-d) carrying its own distinct sense - omission stands
210037	7-292-d	atadvIryavidvaMs	atadvīryavidvaṃs	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	48	
210038	7-292-d	atanubala	atanubala	NO-MATCH	C				confirmed-missing	2	md;sch	0		0	0	41	
210039	7-292-d	atantumant	atantumant	NO-MATCH	B		B:atantra		confirmed-missing	1	sch	0		0	0	42	
210041	7-292-d	atantrita	atantrita	nearform0.89		atandrita		atandrita	confirmed-missing	1	sch	0		1	0	41	add-check:auto-confirmed-false-friend: near form 'atandrita' is a separate pw.txt entry at 1-019-c (candidate at 7-292-d) carrying its own distinct sense - omission stands
210045	7-292-d	atarapaRya	atarapaṇya	nearform0.80		antarayaRa		antarayaRa	confirmed-missing	1	sch	0		0	0	135	add-check:auto-confirmed-false-friend: near form 'antarayaRa' is a separate pw.txt entry at 1-062-b (candidate at 7-292-d) carrying its own distinct sense - omission stands
210047	7-292-d	ataruRa	ataruṇa	NO-MATCH	B		B:ataritra		confirmed-missing	1	sch	0		0	0	39	
210048	7-292-d	atarkaRIya	atarkaṇīya	nearform0.84		akaraRIya		akaraRIya	confirmed-missing	1	sch	0		0	0	188	add-check:auto-confirmed-false-friend: near form 'akaraRIya' is a separate pw.txt entry at 1-002-a (candidate at 7-292-d) carrying its own distinct sense - omission stands
210049	7-292-d	atarkAvacara	atarkāvacara	NO-MATCH	B		B:atarkita		confirmed-missing	1	sch	0		0	0	44	
210051	7-292-d	atarzula	atarṣula	stem				atarzulam	covered-by-MW-stem-form	1	sch	0		1	0	40	
210055	7-292-d	atAttvika	atāttvika	NO-MATCH	B		B:atasTAna		confirmed-missing	2	fri;sch	0		0	0	76	
210056	7-292-d	atApaBft	atāpabhṛt	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	40	
210057	7-292-d	atArya	atārya	nearform1.00		AtArya		AtArya	covered-by-fold-twin-flagged	1	sch	0		0	0	38	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
210058	7-292-d	atikaWina	atikaṭhina	nearform0.82		atikAnta		atikAnta	near-form-needs-eyes	1	sch	0		0	0	41	
210059	7-292-d	atikapila	atikapila	NO-MATCH	C				confirmed-missing	2	pui;sch	0		0	0	41	
210060	7-292-d	atikaruRa	atikaruṇa	nearform0.84		astakaruRa		astakaruRa	near-form-needs-eyes	3	cae;sch;stc	0		0	0	41	
210061	7-292-d	atikala	atikala	nearform0.80		atiSukla		atiSukla	confirmed-missing	3	md;sch;stc	0		1	0	39	add-check:auto-confirmed-false-friend: near form 'atiSukla' is a separate pw.txt entry at 1-025-a (candidate at 7-292-d) carrying its own distinct sense - omission stands
210062	7-293-a	atikazwa	atikaṣṭa	nearform0.88		aDikazwa		aDikazwa	confirmed-missing	3	md;sch;stc	0		0	0	97	add-check:auto-confirmed-false-friend: near form 'aDikazwa' is a separate pw.txt entry at 1-033-b (candidate at 7-293-a) carrying its own distinct sense - omission stands
