sup7_headword	class	verdict	pw_L	pw_pc	pwkvn_L	pwkvn_pc	bhs_L	bhs_pc	mahavy	mahavy_refs	corr_n	corr_dicts	review_note
Basmasay	never-seen	covered-by-MW-stem-form	642918	7-389-b	74737	7-389-b			0		0		MW99 stem-family forms: Basmasaya; named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
BayAy	never-seen	confirmed-missing	593311	5-262-a	25657	5-262-a			0		0		
BayaSaNkita	never-seen	confirmed-missing	597134	6-304-c	29461	6-304-c			0		1	sch	
BiRqipAla	never-seen	confirmed-missing	635379	7-365-b	67330	7-365-b	11246	409,1	1	238	2	bhs;sch	MAHAVY 238,33
BogipurI	never-seen	covered-by-MW-stem-form	635602	7-365-d	67549	7-365-d			0		1	sch	MW99 stem-family forms: Bogipura
BrUkuwika	never-seen	confirmed-missing	635650	7-366-a	67594	7-366-a	11368	413,2	1	126	2	bhs;sch	MAHAVY 126,56
BramI	never-seen	covered-by-MW-stem-form	642927	7-389-c	74746	7-389-c			0		3	pui;sch;skd	MW99 stem-family forms: Brama;Bramat;Brami
Bramaraketu	never-seen	confirmed-missing	593446	5-262-c	25792	5-262-c			0		1	sch	
Buvadvant	never-seen	confirmed-missing	330797	4-271-c	25744	5-262-b			0		2	pwg;sch	
CAyApatti	never-seen	confirmed-missing	626036	7-342-b	58114	7-342-b			0		1	sch	
CAyApuruzAvaboDana	never-seen	confirmed-missing	578630	2-301-a	11053	2-301-a			0		2	acc;sch	
CaRqIkalpa	never-seen	confirmed-missing	625938	7-342-b	58018	7-342-b			0		1	sch	
CaRqikAvArika	never-seen	confirmed-missing	625935	7-342-b	58015	7-342-b			1	274	1	sch	MAHAVY 274,20
Cadizmant	never-seen	confirmed-missing	586119	4-299-a	18514	4-299-a			0		1	sch	
Calamaya	never-seen	confirmed-missing	642406	7-387-d	74227	7-387-d			0		1	sch	
CandaHSloka	never-seen	confirmed-missing	578612	2-301-a	11035	2-301-a			0		2	acc;sch	
CandadAyaka	never-seen	confirmed-missing	625976	7-342-b	58054	7-342-b			1	281	1	sch	MAHAVY 281,207
CandapariSudDi	never-seen	confirmed-missing	625979	7-342-b	58057	7-342-b			1	265	1	sch	MAHAVY 265,19
CandapratyudDAra	never-seen	confirmed-missing	625982	7-342-b	58060	7-342-b			1	261	1	sch	MAHAVY 261,57
CandavAsin	never-seen	confirmed-missing	625985	7-342-b	58063	7-342-b			1	281	1	sch	MAHAVY 281,248
CandoBaNgavant	never-seen	confirmed-missing	596208	6-301-b	28543	6-301-b			0		1	sch	
CandombuDi	never-seen	confirmed-missing	578621	2-301-a	11044	2-301-a			0		1	acc	
CinnamastakI	never-seen	covered-by-MW-stem-form	591102	5-254-b	23464	5-254-b			0		1	sch	MW99 stem-family forms: CinnamastakA
Cinnaplotika	never-seen	confirmed-missing	626055	7-342-c	58132	7-342-c			1	63	1	sch	MAHAVY 63,27
CurikAlakzaRa	never-seen	confirmed-missing	578633	2-301-a	11056	2-301-a			0		2	acc;sch	
DAmavant	never-seen	confirmed-missing	583889	3-264-c	16300	3-264-c			0		3	cae;ccs;sch	
DAtavIya	never-seen	confirmed-missing	642610	7-388-b	74431	7-388-b			0		1	sch	
DAyina	never-seen	covered-by-MW-stem-form	629753	7-350-d	61768	7-350-d			0		1	sch	MW99 stem-family forms: DAyin;DAyine
DImant	never-seen	confirmed-missing	227803	3-161-b	61807	7-351-a			0		7	ben;cae;ccs;fri;lan;pwg;sch	
DIrI	never-seen	covered-by-MW-stem-form	629797	7-351-a	61810	7-351-a			0		1	sch	MW99 stem-family forms: DIr;DIrA;DIra
DUNkzRA	never-seen	confirmed-missing	596555	6-302-c	28882	6-302-c			0		2	sch;vei	
DUmAy	never-seen	covered-by-MW-stem-form	228606	3-164-b	61855	7-351-a			0		4	cae;ccs;pwg;sch	MW99 stem-family forms: DUmAya
DUmay	never-seen	covered-by-MW-stem-form	228524	3-164-a	24181	5-257-a			0		4	cae;ccs;pwg;sch	MW99 stem-family forms: DUmaya; named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
DUpay	never-seen	covered-by-MW-stem-form	228359	3-163-c	28885	6-302-c			0		4	cae;ccs;pwg;sch	MW99 stem-family forms: DUpaya; named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
DanAy	never-seen	covered-by-MW-stem-form	223028	3-141-c	16264	3-264-b			0		2	pwg;sch	MW99 stem-family forms: DanAyA;DanAya;DanAyu
DanadAy	never-seen	covered-by-MW-stem-form	629514	7-350-b	61540	7-350-b			0		0		MW99 stem-family forms: DanadAya
DanasaMmata	never-seen	covered-by-fold-twin-flagged	629529	7-350-b	61555	7-350-b	7665	275,1	0		2	bhs;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
Danav	never-seen	covered-by-MW-stem-form	591771	5-256-c	24124	5-256-c			0		1	sch	MW99 stem-family forms: Danava;Danavat
DanuzkalApaka	never-seen	confirmed-missing	629541	7-350-b	61567	7-350-b	7673	275,1	1	217	2	bhs;sch	MAHAVY 217,33
DanuzketakI	never-seen	confirmed-missing	629544	7-350-b	61570	7-350-b	7676	275,2	1	240	2	bhs;sch	MAHAVY 240,34
DanvArti	never-seen	confirmed-missing	629565	7-350-b	61591	7-350-b			0		2	cae;sch	
Dar	never-seen	covered-by-MW-stem-form	223709	3-143-c	16270	3-264-b			0		4	ccs;fri;pwg;sch	MW99 stem-family forms: DarA;Dara
Darm	never-seen	covered-by-MW-stem-form	224193	3-146-b	24139	5-257-a			0		1	pwg	MW99 stem-family forms: Darma;Darman
DarmaDvajavant	never-seen	confirmed-missing	629626	7-350-c	61651	7-350-c			0		1	sch	
DarmakAmArTasaMbanDa	never-seen	covered-by-fold-twin-flagged	642604	7-388-b	74425	7-388-b			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
DarmaviroDavant	never-seen	confirmed-missing	591801	5-257-a	24154	5-257-a			0		1	sch	
Darmay	never-seen	covered-by-MW-stem-form	591789	5-257-a	24142	5-257-a			0		0		MW99 stem-family forms: Darmayu; named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
DarmigrAhakamAna	never-seen	confirmed-missing	629686	7-350-d	61711	7-350-d			0		1	sch	
Darmodrata	never-seen	confirmed-missing	629689	7-350-d	61714	7-350-d			1	21	0		MAHAVY 21,63
DavalapurARasamuccaya	never-seen	confirmed-missing	225577	3-151-a	61729	7-350-d			0		2	pwg;sch	
Dayadvant	never-seen	confirmed-missing	223700	3-143-c	28864	6-302-b			0		1	sch	
DunDumant	never-seen	confirmed-missing	583892	3-264-c	16303	3-264-c			0		1	sch	
DvAjavata	never-seen	confirmed-missing	591875	5-257-a	24226	5-257-a			0		1	sch	
Dvasmanvant	never-seen	confirmed-missing	230667	3-171-b	24223	5-257-a			0		4	cae;ccs;pwg;sch	
DyAmalI	never-seen	covered-by-MW-stem-form	629896	7-351-b	61906	7-351-b			0		1	sch	MW99 stem-family forms: DyAmala
EcCantika	never-seen	confirmed-missing	619252	7-328-a	51442	7-328-a			1	110	1	sch	MAHAVY 110
EhilOkika	never-seen	confirmed-missing	576908	2-296-c	9337	2-296-c			0		1	sch	
EhipaSyika	never-seen	confirmed-missing	619297	7-328-b	51487	7-328-b	4169	158,2	1	63	2	bhs;sch	MAHAVY 63
EkEkaSya	never-seen	covered-by-fold-twin-flagged	87043	1-274-b	14476	3-258-b			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
EndriyAvata	never-seen	confirmed-missing	576902	2-296-c	9331	2-296-c			0		1	sch	
ErAvant	never-seen	confirmed-missing	582075	3-258-b	14482	3-258-b			0		1	sch	
EraRqa	never-seen	covered-by-fold-twin-flagged	87460	1-275-c	22534	5-251-a			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
GaNGaSAlA	never-seen	confirmed-missing	590936	5-254-a	23299	5-254-a			0		1	sch	
GanAsTikaPa	never-seen	confirmed-missing	624782	7-339-d	56869	7-339-d			0		0		
GawikAcalamAhAtmya	never-seen	confirmed-missing	578339	2-300-b	10762	2-300-b			0		1	acc	
GfRAvant	never-seen	confirmed-missing	596112	6-301-a	28450	6-301-a			0		1	sch	
Gowakamfga	never-seen	confirmed-missing	624879	7-340-a	56965	7-340-a	5980	220,2	1	213	2	bhs;sch	MAHAVY 213,29
GowapAlaka	never-seen	confirmed-missing	582960	3-261-c	15358	3-261-c			0		1	sch	
ISAvAsyaKaRqana	never-seen	confirmed-missing	576281	2-295-a	8710	2-295-a			0		1	sch	
ISaka	never-seen	covered-by-MW-stem-form	572628	1-298-b	5068	1-298-b			0		1	sch	MW99 stem-family forms: ISake
ISvaraSataka	never-seen	confirmed-missing	572646	1-298-b	5086	1-298-b			0		2	acc;sch	
ISvaradIkzita	never-seen	confirmed-missing	576287	2-295-a	8716	2-295-a			0		2	acc;sch	
ISvarasuKavAda	never-seen	confirmed-missing	576290	2-295-a	8719	2-295-a			0		2	acc;sch	
IhAvant	never-seen	confirmed-missing	595431	6-298-c	27769	6-298-c			0		1	sch	
Ijya	never-seen	covered-by-fold-twin-flagged	576272	2-295-a	8701	2-295-a			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
IkzAraRyamAhAtmya	never-seen	confirmed-missing	576269	2-295-a	8698	2-295-a			0		2	acc;sch	
Ikzati	never-seen	confirmed-missing	572616	1-298-b	5056	1-298-b			0		3	lrv;sch;vcp	
Ikzitar	never-seen	confirmed-missing	67053	1-212-a	48442	7-321-d			0		3	ccs;pwg;sch	
Ilay	never-seen	confirmed-missing	585457	4-296-b	17857	4-296-b			0		2	cae;sch	named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
Iyakz	never-seen	covered-by-fold-twin-flagged	581535	3-256-b	13945	3-256-b			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
IzADara	never-seen	covered-by-fold-twin-flagged	616308	7-322-a	48535	7-322-a	3223	117,2	1	194	2	bhs;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
Izatpramaya	never-seen	confirmed-missing	67719	1-214-b	17863	4-296-b			0		1	sch	
Izatsvinna	never-seen	confirmed-missing	589783	5-249-c	22162	5-249-c			0		1	sch	
JaMkfti	never-seen	confirmed-missing	583265	3-262-c	15658	3-262-c			0		4	cae;ccs;lrv;sch	
Jakawa	never-seen	confirmed-missing	591258	5-255-a	23617	5-255-a			0		1	sch	
JalaYJalA	never-seen	confirmed-missing	626897	7-344-b	58957	7-344-b			0		8	ap;bur;lrv;sch;shs;vcp;wil;yat	
KARu	never-seen	covered-by-fold-twin-flagged	623293	7-336-c	55420	7-336-c	5493	204,2	1	245	3	bhs;ieg;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
KAdyakacAraka	never-seen	confirmed-missing	623308	7-336-c	55435	7-336-c	5503	205,1	1	274	2	bhs;sch	MAHAVY 274,4
KAtapUrva	never-seen	confirmed-missing	623299	7-336-c	55426	7-336-c			0		1	sch	
KaRqaPulla	never-seen	confirmed-missing	623176	7-336-b	55303	7-336-b			1	281	1	sch	MAHAVY 281,225
KaRqasPuwa	never-seen	confirmed-missing	623185	7-336-b	55312	7-336-b			0		1	sch	
KaRqatraya	never-seen	confirmed-missing	577916	2-299-c	10339	2-299-c			0		1	sch	
KaYjAhva	never-seen	confirmed-missing	623125	7-336-b	55258	7-336-b	5426	202,2	1	213	2	bhs;sch	MAHAVY 213,140
KalApi	never-seen	covered-by-fold-twin-flagged	596037	6-300-c	28375	6-300-c			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
KalupaScAdBaktika	never-seen	confirmed-missing	623257	7-336-c	55384	7-336-c	5483	204,1	1	49	2	bhs;sch	MAHAVY 49
KamBIrapati	never-seen	confirmed-missing	623212	7-336-b	55339	7-336-b	5460	203,2	1	186	2	bhs;sch	MAHAVY 186,33
KaqgalakzaRa	never-seen	confirmed-missing	577907	2-299-c	10333	2-299-c			0		2	acc;sch	
KaqgapawwiSin	never-seen	confirmed-missing	582701	3-260-c	15103	3-260-c			0		1	sch	
Karapattrodumbara	never-seen	confirmed-missing	623221	7-336-c	55348	7-336-c			0		1	sch	
Karpa	never-seen	confirmed-missing	623236	7-336-c	55363	7-336-c			0		1	sch	
KaruKarA	never-seen	covered-by-fold-twin-flagged	623230	7-336-c	55357	7-336-c	5466	203,2	1	192	2	bhs;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
KarvI	never-seen	covered-by-MW-stem-form	134175	2-138-b	23050	5-253-a			0		1	sch	MW99 stem-family forms: Karv;Karva
Karvay	never-seen	covered-by-MW-stem-form	642334	7-387-c	74155	7-387-c			0		1	sch	MW99 stem-family forms: Karvaya; named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
Kasraj	never-seen	confirmed-missing	596040	6-300-c	28378	6-300-c			0		1	sch	
Kavant	never-seen	confirmed-missing	134427	2-139-a	55405	7-336-c			0		2	pwg;sch	
KawuNka	never-seen	confirmed-missing	582695	3-260-c	15097	3-260-c			0		1	sch	
Kaza	never-seen	covered-by-MW-stem-form	582719	3-260-c	15121	3-260-c	5490	204,2	0		7	bhs;krm;sch;shs;skd;vcp;wil	MW99 stem-family forms: Kaz
Keqqa	never-seen	confirmed-missing	590719	5-253-a	23083	5-253-a			0		1	sch	
Killita	never-seen	confirmed-missing	590710	5-253-a	23074	5-253-a			0		1	sch	
Koqaka	never-seen	confirmed-missing	623353	7-336-d	55480	7-336-d	5544	206,2	0		2	bhs;sch	
Kowaka	never-seen	covered-by-fold-twin-flagged	623350	7-336-d	55477	7-336-d	5541	206,2	0		2	bhs;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
KuBBika	never-seen	confirmed-missing	623326	7-336-d	55453	7-336-d			0		0		
Kusta	never-seen	covered-by-fold-twin-flagged	623332	7-336-d	55459	7-336-d	5529	206,1	0		2	bhs;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
Kustaka	never-seen	confirmed-missing	623335	7-336-d	55462	7-336-d			0		1	sch	
OdAra	never-seen	covered-by-fold-twin-flagged	619396	7-328-c	51586	7-328-c	4279	161,1	0		2	bhs;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
OdarikaSarIra	never-seen	covered-by-fold-twin-flagged	582096	3-258-b	14503	3-258-b			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
OdgAtraprayoga	never-seen	confirmed-missing	576920	2-296-c	9349	2-296-c			0		2	acc;sch	
OnIta	never-seen	confirmed-missing	619426	7-328-c	51616	7-328-c			0		1	sch	
Onnidya	never-seen	confirmed-missing	582108	3-258-c	14515	3-258-c			0		0		
OpAsanamantra	never-seen	confirmed-missing	576932	2-297-a	9361	2-297-a			0		2	acc;sch	
Opamanyavin	never-seen	confirmed-missing	582111	3-258-c	14518	3-258-c			0		1	sch	
Osaja	never-seen	confirmed-missing	619486	7-328-c	51676	7-328-c			0		1	sch	
Ottarapattra	never-seen	confirmed-missing	576917	2-296-c	9346	2-296-c			0		2	acc;sch	
PARway	never-seen	covered-by-MW-stem-form	634460	7-363-a	66421	7-363-a			0		1	sch	MW99 stem-family forms: PARwaya; named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
PaNgA	never-seen	confirmed-missing	593035	5-261-b	25381	5-261-b			0		1	sch	
PalAy	never-seen	covered-by-MW-stem-form	310633	4-202-c	66415	7-363-a			0		1	sch	MW99 stem-family forms: PalAya
PalamUlavant	never-seen	confirmed-missing	587070	4-302-c	19459	4-302-c			0		1	sch	
Pullapadmotpalavant	never-seen	confirmed-missing	634481	7-363-b	66442	7-363-b			0		1	sch	
QuRQika	never-seen	covered-by-MW-stem-form	596271	6-301-c	28606	6-301-c			0		1	sch	MW99 stem-family forms: QuRQikA
SA	never-seen	covered-by-MW-stem-form	464518	6-217-c	71392	7-377-d			0		9	cae;ccs;fri;gra;md;pwg;sch;shs;stc	MW99 stem-family forms: SF;SI;SU; named false-positive class: short-form (len<3)
SIlay	never-seen	covered-by-MW-stem-form	472775	6-245-a	71521	7-378-b			0		4	cae;ccs;pwg;sch	MW99 stem-family forms: SIlaya; named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
SaMkaranftyaraNgadeSa	never-seen	confirmed-missing	639382	7-377-b	71236	7-377-b			0		1	sch	
SaMsivaMs	never-seen	confirmed-missing	639355	7-377-b	71209	7-377-b			0		1	sch	
SabdaprAC	never-seen	confirmed-missing	460761	6-205-a	71308	7-377-c			0		1	pwg	
SalyAy	never-seen	covered-by-MW-stem-form	639526	7-377-d	71380	7-377-d			0		0		MW99 stem-family forms: SalyAya
SaraccandrAy	never-seen	covered-by-MW-stem-form	597712	6-306-c	30037	6-306-c			0		0		MW99 stem-family forms: SaraccandrAya
SastragrAhavant	never-seen	confirmed-missing	639535	7-377-d	71389	7-377-d			0		1	sch	
SatadAna	never-seen	confirmed-missing	639412	7-377-b	71266	7-377-b			0		1	sch	
SateGma	never-seen	confirmed-missing	639439	7-377-c	71293	7-377-c			0		0		
SeKarAy	never-seen	covered-by-MW-stem-form	639733	7-378-c	71587	7-378-c			0		0		MW99 stem-family forms: SeKarAya
SiKAvant	never-seen	confirmed-missing	468725	6-231-c	71461	7-378-a			0		5	ben;cae;ccs;pwg;sch	
SokAgAru	never-seen	covered-by-MW-stem-form	639751	7-378-c	71605	7-378-c			0		0		MW99 stem-family forms: SokAgAra
SvevopakASa	never-seen	confirmed-missing	639908	7-379-a	71758	7-379-a			0		0		
SyA	never-seen	covered-by-MW-stem-form	479134	6-265-c	71620	7-378-c			0		8	cae;ccs;gra;lan;md;pwg;sch;stc	MW99 stem-family forms: Syan
UKala	never-seen	covered-by-fold-twin-flagged	581862	3-257-c	14269	3-257-c			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
UhApohasamarTa	never-seen	confirmed-missing	618472	7-326-c	50662	7-326-c			1	245	1	sch	MAHAVY 245,1061
UhanA	never-seen	covered-by-MW-stem-form	618466	7-326-c	50659	7-326-c			1	245	1	sch	MW99 stem-family forms: UhanI;Uhana
UnI	never-seen	covered-by-MW-stem-form	81318	1-256-b	5326	1-299-b			0		1	sch	MW99 stem-family forms: Una
UnaviMSativarzopasaMpAdana	never-seen	confirmed-missing	618307	7-326-b	50512	7-326-b			1	261	1	sch	MAHAVY 261
UrDagaroma	never-seen	confirmed-missing	618364	7-326-b	50566	7-326-b			1	17	0		MAHAVY 17
UrDvaBAgIya	never-seen	confirmed-missing	618388	7-326-c	50590	7-326-c	3976	150,2	1	109	2	bhs;sch	MAHAVY 109
UrDvaMBAvuka	never-seen	confirmed-missing	581886	3-257-c	14293	3-257-c			0		1	sch	
UrDvaSakala	never-seen	confirmed-missing	576653	2-296-a	9082	2-296-a			0		1	sch	
UrDvaSuzka	never-seen	confirmed-missing	581889	3-257-c	14296	3-257-c			0		1	sch	
UrDvahastaka	never-seen	confirmed-missing	572904	1-299-c	5344	1-299-c			0		1	sch	
UrDvajYutva	never-seen	confirmed-missing	581877	3-257-c	14284	3-257-c			0		1	sch	
UrDvaktampa	never-seen	confirmed-missing	576644	2-296-a	9073	2-296-a			0		0		
UrDvapuRqraDAraRa	never-seen	confirmed-missing	576647	2-296-a	9076	2-296-a			0		2	acc;sch	
UrRAparikarmaRa	never-seen	confirmed-missing	618355	7-326-b	50557	7-326-b			1	260	1	sch	MAHAVY 260
UrRamrada	never-seen	covered-by-MW-stem-form	585607	4-297-a	18007	4-297-a			0		4	ap;cae;ccs;sch	MW99 stem-family forms: UrRamradas
Ura	never-seen	covered-by-MW-stem-form	581868	3-257-c	14275	3-257-c			0		1	sch	MW99 stem-family forms: UrI;Uru
Urjapatya	never-seen	confirmed-missing	585604	4-297-a	18004	4-297-a			0		1	sch	
Urjay	never-seen	covered-by-MW-stem-form	81438	1-256-c	5332	1-299-b			0		5	cae;ccs;gra;pwg;sch	MW99 stem-family forms: Urjayat; named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
Uruka	never-seen	covered-by-fold-twin-flagged	572889	1-299-b	5329	1-299-b			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
UrvasTi	never-seen	covered-by-MW-stem-form	576662	2-296-a	9091	2-296-a			0		1	sch	MW99 stem-family forms: UrvasTa
UvaDyagoha	never-seen	confirmed-missing	576668	2-296-a	9097	2-296-a			0		0		
UyamAnavarDana	never-seen	confirmed-missing	618319	7-326-b	50524	7-326-b			1	260	1	sch	MAHAVY 260
UzmAy	never-seen	covered-by-MW-stem-form	82258	1-259-a	5347	1-299-c			0		2	pwg;sch	MW99 stem-family forms: UzmAya
UzmaBakzam	never-seen	confirmed-missing	618448	7-326-c	50647	7-326-c			0		1	sch	
Uzmagata	never-seen	confirmed-missing	618442	7-326-c	50644	7-326-c	3983	150,2	1	55	2	bhs;sch	MAHAVY 55
aBAgahArin	never-seen	confirmed-missing	580448	3-252-c	12868	3-252-c			0		1	sch	
aBAnupatana	never-seen	confirmed-missing	607595	7-305-c	39910	7-305-c			0		2	sch;stc	
aBAra	never-seen	covered-by-fold-twin-flagged	584824	4-294-a	17233	4-294-a			0		2	sch;stc	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
aBAryApitfka	never-seen	confirmed-missing	580451	3-252-c	12871	3-252-c			0		1	sch	
aBAskara	never-seen	confirmed-missing	607622	7-305-c	39937	7-305-c			0		2	sch;stc	
aBAvagranTavyAKyA	never-seen	confirmed-missing	570767	1-292-b	3214	1-292-b			0		1	sch	
aBAvaka	never-seen	confirmed-missing	584827	4-294-a	17236	4-294-a			0		1	sch	
aBAvavikalpa	never-seen	confirmed-missing	607616	7-305-c	39931	7-305-c			0		1	sch	
aBAvita	never-seen	confirmed-missing	580454	3-252-c	12874	3-252-c			0		2	sch;stc	
aBISumant	never-seen	confirmed-missing	28904	1-091-b	26983	6-295-b			0		1	sch	
aBItacArin	never-seen	confirmed-missing	584905	4-294-b	17314	4-294-b			0		1	sch	
aBItistava	never-seen	confirmed-missing	574893	2-291-a	7327	2-291-a			0		1	acc	
aBUmida	never-seen	confirmed-missing	574899	2-291-a	7333	2-291-a			0		1	sch	
aBUmizWa	never-seen	confirmed-missing	584923	4-294-b	17332	4-294-b			0		1	sch	
aBakzaRIya	never-seen	confirmed-missing	570746	1-292-b	3193	1-292-b			0		1	sch	
aBakzyaBakzyaprakaraRa	never-seen	confirmed-missing	574815	2-290-c	7249	2-290-c			0		2	acc;sch	
aBartavya	never-seen	confirmed-missing	641812	7-386-a	73636	7-386-a			0		1	sch	
aBasmIkaraRa	never-seen	confirmed-missing	570761	1-292-b	3208	1-292-b			0		2	sch;stc	
aBavyaSeKara	never-seen	confirmed-missing	580445	3-252-c	12865	3-252-c			0		1	sch	
aBayanandin	never-seen	confirmed-missing	580442	3-252-c	12862	3-252-c			0		2	acc;sch	
aBayapradAnasAra	never-seen	confirmed-missing	570752	1-292-b	3199	1-292-b			0		2	acc;sch	
aBedaKaRqana	never-seen	confirmed-missing	574902	2-291-a	7336	2-291-a			0		2	acc;sch	
