slp1	hom	sense_id	gloss_de	ls_loci
ADi	2	2	2〉 das Nachdenken über das Recht ( ) TRIK. 3,3,215	TRIK. 3,3,215
ADi	2	3	3〉 Erwartung, Hoffnung TRIK. H. an. MED	TRIK;H. an;MED
ADi	2	4	4〉 Unglück ( ) AK. 3,4,100 . H. an. MED	AK. 3,4,100;H. an;MED
ADi	2	5	5〉 ein für den Unterhalt seiner Familie besorgter Mann ( ) TRIK	TRIK
ADi	2	1	2. ¦ wie von 1. mit . — Vgl. 2	
ADijYa		1	1〉 gequält, gepeinigt ( )	
ADijYa		2	2〉 krumm ( ) AJAYAPĀLA _im_ ŚKDR	AJAYAPĀLA;ŚKDR
ADmAna		1	1〉 das Aufblasen, Aufblähen, Sichaufblähen SUŚR. 1,97,5	SUŚR. 1,97,5
ADmAna		2	2〉 Bezeichnung mehrerer Krankheiten mit Blähungszuständen SUŚR. 2,44,5 . 194,5 . 200,12 . 202,5 . 1,257,14 . 50,7 . 198,4 . 277,3 . — Vgl	SUŚR. 2,44,5;SUŚR. 2, 194,5;SUŚR. 2, 200,12;SUŚR. 2, 202,5;SUŚR 1,257,14;SUŚR. 1, 50,7;SUŚR. 1, 198,4;SUŚR. 1, 277,3
ADmAna		1	¦ vgl	
ADvaryava		1	1〉 adj. zum Adhvaryu ( d. i. YAJURVEDA ) in Beziehung stehend P. 4,3,123 . AV. PARIŚIṢṬA 1 _in_ Ind. St. 1,296,13	YAJURVEDA;P. 4,3,123;AV;PARIŚIṢṬA 1;Ind. St. 1,296,13
ADvaryava		2	2〉 n. der Dienst beim Opfer; spec. die Function des Adhvaryu gaṇa zu P. 5,1,129 . ṚV. 10,52,2 . VS. 28,19 . ŚAT. BR. 11,5,8,4 . AIT. BR. 5,33 . KĀTY. ŚR. 9,8,9 . 23,5,33 . 24,4,42 . 25,1,6 . NIR. 7,3 	P. 5,1,129;ṚV. 10,52,2;VS. 28,19;ŚAT. BR. 11,5,8,4;AIT. BR. 5,33;KĀTY. ŚR. 9,8,9;KĀTY. ŚR 23,5,33;KĀTY. ŚR 24,4,42;KĀTY. ŚR 25,1,6;NIR. 7,3;MADHUS;Ind. St. 1,16,8;Ind. St. 1, 18,2
ADvaryava		1	1〉 Verz. d. Oxf. H. 56,a,10	Verz. d. Oxf. H. 56,a,10
ADvaryava		2	2〉 Verz. d. Oxf. H. 54,b,9	Verz. d. Oxf. H. 54,b,9
AGAra		1	1〉 Sprengung von Fett in das Opferfeuer: ŚAT. BR. 1,4,4,8 . 5,1 . 2,5,2,19 . 3,4,4,9 . 6,2,2,5 . 11,2,1,5 . KĀTY. ŚR. 1,8,41 . 42 . 3,1,12 . 8,2,30 . ĀŚV. GṚHY. 1,10 . TS. 2,5,11,3 . 3,1,9,2 . 3	ŚAT. BR. 1,4,4,8;ŚAT. BR. 1,4, 5,1;ŚAT. BR 2,5,2,19;ŚAT. BR 3,4,4,9;ŚAT. BR 6,2,2,5;ŚAT. BR 11,2,1,5;KĀTY. ŚR. 1,8,41;KĀTY. ŚR. 1,8, 42;KĀTY. ŚR 3,1,12;KĀTY. ŚR 8,2,30;ĀŚV. GṚHY. 1,10;TS. 2,5,11,3;TS 3,1,9,2;TS. 3,1,9, 3
AGAra		2	2〉 geklärte Butter H. 407	H. 407
AGAra		1	1〉 BHĀG. P. 11,27,40	BHĀG. P. 11,27,40
AGAta		1	1〉 Schläger: Trommelschläger ŚAT. BR. 14,5,4,7 . 7,3,8 = BṚH. ĀR. UP. 2,4,7 . 4,5,8 . Vgl	ŚAT. BR. 14,5,4,7;ŚAT. BR. 14, 7,3,8;BṚH. ĀR. UP. 2,4,7;BṚH. ĀR. UP 4,5,8
AGAta		2	2〉 Anschlag, Schlag, Verwundung: (ein Elephant) ŚĀK. 32 . gewöhnlich in comp. mit dem, was den Schlag bewirkt oder wogegen der Schlag gerichtet ist: MBH. 2,912 . BHARTṚ. 2,83 . KATHĀS. 13,102 . 21,75 	ŚĀK. 32;MBH. 2,912;BHARTṚ. 2,83;KATHĀS. 13,102;KATHĀS 21,75;KATHĀS 14,12;RĀJA-TAR. 5,463;RĀJA-TAR. 5, 330;MED. k. 224;AMAR. 55;AMAR 7,49;KUMĀRAS. 2,50
AGAta		3	3〉 Tödtung: YĀJÑ. 3,275 . (so ist zu lesen) BHARTṚ. 2,60	YĀJÑ. 3,275;BHARTṚ. 2,60
AGAta		4	4〉 Verhaltung (von Harn u. s. w. ) SUŚR. 2,192,5 . 194,19,529,6 . 8 . u. s. w. Vgl	SUŚR. 2,192,5;SUŚR 194,19,529,6;SUŚR. 2,192, 8
AGAta		5	5〉 Trübsal, Leiden VYUTP. 61	VYUTP. 61
AGAta		6	6〉 Richtplatz, Schlachthaus TRIK. 2,8,59 . MṚCCH. 161,11 . HIT. IV, 64	TRIK. 2,8,59;MṚCCH. 161,11;HIT. IV, 64
AGAta		2	2〉 mit Stockschlägen KATHĀS. 54,203	KATHĀS. 54,203
AGAta		6	6〉 auch BHĀG. P. 11,20,20	BHĀG. P. 11,20,20
AGAwa		1	1〉 ein zur Begleitung des Tanzes gebrauchtes musik. Instrument, Cymbel oder Klappern: AV. 4,37,4	AV. 4,37,4
AGAwa		2	2〉 Grenze H. 962 . Vgl	H. 962
AGAwa		3	3〉 N. einer Pflanze, Achyranthes aspera ( ), RĀJAN. _im_ ŚKDR. Vgl. und	RĀJAN;ŚKDR
AGAwa		4	4〉 = am Ende einiger compp. P. 3,2,49, Vārtt. 2	P. 3,2,49, Vārtt. 2
AGAwa		2	2〉 Journ. of the Am. Or. S. 7,42 ( , wo aber gedruckt ist	Journ. of the Am. Or. S. 7,42 (41)
AGarzaRa		1	1〉 adj. kratzend, reibend	
AGarzaRa		2	2〉 f. Bürste, Reiber WILS	WILS
AGrARa		1	1〉 n. das Riechen: KATHĀS. 13,64	KATHĀS. 13,64
AGrARa		2	2〉 n. Sattheit H. 426	H. 426
AGrARa		3	3〉 adj. = satt H. 426 , Sch	H. 426
AGrAta		1	1〉 gerochen MED. t. 87	MED. t. 87
AGrAta		2	2〉 satt H. 426	H. 426
AGrAta		3	3〉 = ( ŚKDR. ) MED. — H. an. 3,246 : (?). — Vgl. mit	ŚKDR;MED;H. an. 3,246
AGrAta		1	¦ (von mit ) n. Bez. einer der 10 Weisen, auf welche eine Eklipse (angeblich) erfolgt, VARĀH. BṚH. S. 5,43 . 50	VARĀH. BṚH. S. 5,43;VARĀH. BṚH. S. 5, 50
AKaRqala		1	1〉 adj. dass. ṚV. 8,17,12 . NIR. 3,10	ṚV. 8,17,12;NIR. 3,10
AKaRqala		2	2〉 m. ein Bein. Indra ʼs AK. 1,1,1,40 . H. 2 . 171 . MṚCCH. 86,10 . ŚĀK. 187 . 108,16 . RAGH. 4,83 . KUMĀRAS. 3,11 . MEGH. 15 . Vgl. und ähnliche Beinamen Indra ʼs	AK. 1,1,1,40;H. 2;H 171;MṚCCH. 86,10;ŚĀK. 187;ŚĀK 108,16;RAGH. 4,83;KUMĀRAS. 3,11;MEGH. 15
AKaRqala		1	¦ m. Bein. Śiva ʼs Verz. d. Oxf. H. 77,b,21 . — adj. ( f. ) Indra gehörig: d. i. Osten VARĀH. BṚH. S. 35,7 . — Welche Bed. hat aber das Wort beim Schol. zu PRAB. 50,12 ?	Verz. d. Oxf. H. 77,b,21;VARĀH. BṚH. S. 35,7;PRAB. 50,12
AKana		1	1〉 Gräber	
AKana		2	2〉 Spaten WILS	WILS
AKanika		1	1〉 Gräber WILS	WILS
AKanika		2	2〉 Dieb H. an. 4,4 . MED. k. 176	H. an. 4,4;MED. k. 176
AKanika		3	3〉 Schwein Uṇ. TRIK. 2,5,5 . H. 1288 . an. MED	Uṇ;TRIK. 2,5,5;H. 1288;H an;MED
AKanika		4	4〉 Maus Uṇ. H. an. MED	Uṇ;H. an;MED
AKanika		5	5〉 Spaten WILS	WILS
AKewaka		1	1〉 dass. ŚABDAR. _im_ ŚKDR. PAÑCAT. I, 145 . 60,9 . KATHĀS. 9,74 . 16,6 . 5 . VET. in LA. 6,2	ŚABDAR;ŚKDR;PAÑCAT. I, 145;PAÑCAT. I, 60,9;KATHĀS. 9,74;KATHĀS 16,6;KATHĀS. 16, 5;VET. in LA. 6,2
AKewaka		2	2〉 Jäger PAÑCAT. I, 432	PAÑCAT. I, 432
AKewaka		1	1〉 KATHĀS. 52,133 . 59,41 . 63,126 . Wildpark 53,15 . 54,4	KATHĀS. 52,133;KATHĀS 59,41;KATHĀS 63,126;KATHĀS 53,15;KATHĀS 54,4
AKu		1	1〉 Maus, Ratze ( AK. 2,5,12 . H. 1300 ); Maulwurf ṚV. 9,67,30 . ( s. u. ). VS. 3,57 . 24,26 . 28 . AV. 6,50,1 . TS. 5,5,14,1 . ŚAT. BR. 2,1,1,7 . 6,2,10 . M. 4,126 . 11,159 . 12,62 . MBH. 1,1816 . PAÑ	AK. 2,5,12;H. 1300;ṚV. 9,67,30;VS. 3,57;VS 24,26;VS. 24, 28;AV. 6,50,1;TS. 5,5,14,1;ŚAT. BR. 2,1,1,7;ŚAT. BR. 2, 6,2,10;M. 4,126;M 11,159;M 12,62;MBH. 1,1816;PAÑCAT. I, 175;PAÑCAT. I, 426;PAÑCAT. I, II, 1;KATHĀS. 24,132
AKu		2	2〉 N. eines Grases, Lipeocercis serrata Trin. , RATNAM. _im_ ŚKDR. KAUŚ. 25 . — Nach H. an. 4,4 bedeutet das Wort noch	RATNAM;ŚKDR;KAUŚ. 25;H. an. 4,4
AKu		3	3〉 Dieb und	
AKu		4	4〉 Schwein; nach WILS. noch	WILS
AKu		5	5〉 Gräber und	
AKu		6	6〉 Spaten	
AKyAna		1	1〉 das Erzählen, Berichten: P. 3,3,111 . 8,2,105 . 3,4,59 . 1,4,90 . R. 2,58 in der Unterschr	P. 3,3,111;P 8,2,105;P 3,4,59;P 1,4,90;R. 2,58
AKyAna		2	2〉 Erzählung, Legende NIR. 5,21 . 7,7 . 11,25 . ŚAT. BR. 13,4,3,2 . 15 . P. 6,2,103 . MBH. 1,18 . 305 . 307 . N. (BOPP) 22,21 . R. 1,1,94 . 4,10 . 44,63 . M. 3,232 . N. 6,9 ( vgl. Z. d. d. m. G. 1,86 	NIR. 5,21;NIR 7,7;NIR 11,25;ŚAT. BR. 13,4,3,2;ŚAT. BR. 13,4,3, 15;P. 6,2,103;MBH. 1,18;MBH. 1, 305;MBH. 1, 307;N. (BOPP) 22,21;R. 1,1,94;R. 1, 4,10;R. 1, 44,63;M. 3,232;N. 6,9;Z. d. d. m. G. 1,86;MBH. 3,1808;P. 4,2,60, Vārtt. 5;VP. 159;LIA. I, 485, N. 2
AKyAna		1	1〉 KATHĀS. 55,25 . das Auseinandersetzen der Pflichten Spr. 4254 . in der Dramatik das Mittheilen eines vorangegangenen Ereignisses SĀH. D. 500 . 471	KATHĀS. 55,25;Spr. 4254;SĀH. D. 500;SĀH. D 471
AKyAna		2	2〉 Verz. d. Oxf. H. 54,b,13 . SĀH. D. 560 . — Vgl	Verz. d. Oxf. H. 54,b,13;SĀH. D. 560
AKyAnaka		1	1〉 n. eine kleine Erzählung PAÑCAT. 72,16 . 188,6	PAÑCAT. 72,16;PAÑCAT 188,6
AKyAnaka		2	2〉 f. N. eines Metrums, eine Verbindung von und , ŚRUT. 24 . COLEBR. Misc. Ess. II, 124 . 160 ( VI, 3 ) 164 ( VI, 6 )	ŚRUT. 24;COLEBR. Misc. Ess. II, 124;COLEBR. Misc. Ess. II, 160;COLEBR. Misc. Ess VI, 3;COLEBR. Misc. Ess. II, 164;COLEBR. Misc. Ess VI, 6
AKyAnaka		2	2〉 Ind. St. 8,359. fg	Ind. St. 8,359. fg
AKyAnaka		1	und ¦ von einander unterschieden DAŚAK. 16,19. fg	DAŚAK. 16,19. fg
AKyAta		1	1〉 adj. part. praet. pass. von mit ; s. d	
AKyAta		2	2〉 n. verbum finitum NIR. 1,1 . ṚV. PRĀT. 12,6 . AV. PRĀT. 1,1 . 4,1 . TRIK. 3,3,149 . H. 242 . an. 3,244 . MED. t. 87 . gaṇa zu P. 2,1,72 . Verz. d. B. H. No. 767	NIR. 1,1;ṚV. PRĀT. 12,6;AV. PRĀT. 1,1;AV. PRĀT 4,1;TRIK. 3,3,149;H. 242;H an. 3,244;MED. t. 87;P. 2,1,72;Verz. d. B. H. No. 767
AKyAta		2	2〉 VS. PRĀT. 5,16 . 6,1 . 8,54	VS. PRĀT. 5,16;VS. PRĀT 6,1;VS. PRĀT 8,54
AKyAti		1	1〉 Erzählung, Mittheilung, Verbreitung einer Nachricht, Gerücht: KATHĀS. 5,43 . 11,23	KATHĀS. 5,43;KATHĀS 11,23
AKyAti		2	2〉 Benennung, Name: KATHĀS. 18,15	KATHĀS. 18,15
ANga	2	1	1〉 adj. das Thema ( gramm. ) betreffend P. 1,1,63 , Sch	P. 1,1,63
ANga	2	2	2〉 n. ein zarter Körper TRIK. 2,6,20	TRIK. 2,6,20
ANgika		1	1〉 adj. mit dem Körper, mit den Gliedern bewerkstelligt AK. 1,1,7,16 . H. 283	AK. 1,1,7,16;H. 283
ANgika		2	2〉 m. Trommelschläger ŚABDAR. _im_ ŚKDR. Wohl falsche Lesart für ; vgl	ŚABDAR;ŚKDR
ANgika		1	1〉 SĀH. D. 274 . Verz. d. Oxf. H. 200,a,1	SĀH. D. 274;Verz. d. Oxf. H. 200,a,1
AQaka		1	1〉 m.n. gaṇa zu P. 2,4,31 . SIDDH. K. 249,b,11 . ein best. Hohlmaass, = 4 Prastha = 16 Kuḍava = 64 Pala = 256 Karṣa = 4096 Māṣa (= 216 Kubik — Aṅgula COLEBR. Alg. 3 ) AK. 2,9,89 . H. 886 . an. 3,9 . M	P. 2,4,31;SIDDH. K. 249,b,11;COLEBR. Alg. 3;AK. 2,9,89;H. 886;H an. 3,9;MED. k. 47;SUŚR. 2,175,15;SUŚR. 2, 68,1;SUŚR. 2, 170,12;SUŚR. 2, 229,16. fgg;HESSLER;SUŚR;GARBHOP;Ind. St. 2,71;HIT. Pr. 19;HESSLER;P. 4,1,22;P 5,1,54;VOP. 6,55
AQaka		2	2〉 f. gaṇa zu P. 4,1,41	P. 4,1,41
AQaka		2a	a〉 Cajanus indicus Spreng. (die Hülsenfrucht ist ein beliebtes Gemüse) AK. 2,4,4,18 . 3,6,7 . H. 1175 . an. 3,10 . MED. SUŚR. 1,73,9 . 79,21 . 2,64,2 . 77,7 . 185,21 . 489,15	AK. 2,4,4,18;AK. 2, 3,6,7;H. 1175;H an. 3,10;MED;SUŚR. 1,73,9;SUŚR. 1, 79,21;SUŚR 2,64,2;SUŚR. 2, 77,7;SUŚR. 2, 185,21;SUŚR. 2, 489,15
AQaka		2b	b〉 eine bes. wohlriechende Erde H. 1056	H. 1056
AQaka		1	1〉 WEBER, JYOT. 78. fgg. Verz. d. Oxf. H. 307,b,2 . VARĀH. BṚH. S. 53,93	WEBER, JYOT. 78. fgg;Verz. d. Oxf. H. 307,b,2;VARĀH. BṚH. S. 53,93
AQya		1	1〉 wohlhabend, begütert, reich AK. 3,1,10 . H. 357 . ŚAT. BR. 9,5,1,17 . 14,6,11,1 (= BṚH. ĀR. UP. 4,2,1 ). M. 8,169 . MBH. 3,13234 . BHAG. 16,15 . R. 4,7,8 . SUŚR. 1,39,14 . PAÑCAT. V, 8 . VID. 6	AK. 3,1,10;H. 357;ŚAT. BR. 9,5,1,17;ŚAT. BR 14,6,11,1;BṚH. ĀR. UP. 4,2,1;M. 8,169;MBH. 3,13234;BHAG. 16,15;R. 4,7,8;SUŚR. 1,39,14;PAÑCAT. V, 8;VID. 6
AQya		2	2〉 mit dem instr. oder am Ende eines comp. : an Etwas reich, strotzend von Etwas, mit Etwas reichlich versehen, vermischt, getränkt: VET. 1,15 . PAÑCAT. I, 83 . R. 1,3,7 . N. 25,5 . AK. 2,1,4 . R. 1,7	VET. 1,15;PAÑCAT. I, 83;R. 1,3,7;N. 25,5;AK. 2,1,4;R. 1,73,20;R 3,21,13;R 4,13,30;R 1,5,14;N. 5,38;VET. 1,11;R. 3,23,19;PAÑCAT. V, 41;SUŚR. 2,45,12;SUŚR. 2, 107,14;SUŚR 225,14;SUŚR 244,8;SUŚR 1,22,18;SUŚR 161,2
AQya		3	3〉 reichlich, in Ueberfülle vorhanden: SUŚR. 2,207,4 . Vgl. . — Vielleicht aus oder (von ) entstanden; es könnte jedoch auch ein etym. Zusammenhang mit und angenommen werden. Dann wäre die urspr. Bed.	SUŚR. 2,207,4
AQya		1	¦ [ vgl. [Page1-0614]] Z. 14 lies: st	
AQya		1	¦ Sp. 614, Z. 2 vom Ende lies st. . — Vgl	
ARi		1	1〉 m. der Zapfen der Achse (der Theil, welcher in der Nabe läuft): ṚV. 1,35,6 . 5,43,8 . 1,63,3 . Hier vielleicht so v. a. auf dem Wagen; NAIGH. 2,17 : im Kampfe. Nach den Lexicographen ( TRIK. 3,3,12	ṚV. 1,35,6;ṚV 5,43,8;ṚV 1,63,3;NAIGH. 2,17;TRIK. 3,3,120;H. 756;H an. 2,132;SĀY;NIR. 6,32
ARi		2	2〉 der Theil des Beins unmittelbar über dem Knie: SUŚR. 1,348,17 . 345,4	SUŚR. 1,348,17;SUŚR. 1, 345,4
ARi		3	3〉 m. f. Ecke eines Hauses TRIK. H. an	TRIK;H. an
ARi		4	4〉 m. f. Grenze diess. — Vgl	
ASAbanDa		1	1〉 das Band der Hoffnung; das Muthfassen ( ) H. an. 4,149 . MED. dh. 42	H. an. 4,149;MED. dh. 42
ASAbanDa		2	2〉 Spinngewebe TRIK. 2,5,28 . H. an. MED. — Beide Bedeutungen hat der Dichter MEGH. 10 vor Augen gehabt	TRIK. 2,5,28;H. an;MED;MEGH. 10
ASa		1	1〉 adj. essend, am Ende eines comp. H. 7 . ŚAT. BR. 2,5,2,16 . KĀTY. ŚR. 5,6,28 . Vgl	H. 7;ŚAT. BR. 2,5,2,16;KĀTY. ŚR. 5,6,28
ASa		2	2〉 m. das Essen, s	
ASa		1	¦ (von 1. ) s. 1	
ASa		1	¦ m. Speise: in der Hoffnung Wind, den Lebensodem der Liebsten des Reisenden, zur Speise zu bekommen, ŚṚṄGĀRARASĀṢṬAKA 3 _bei_ HAEB. 510 . — Vgl	ŚṚṄGĀRARASĀṢṬAKA 3;HAEB. 510
ASaNkA		1	1〉 Besorgniss, Befürchtung H. 301 . P. 3,4,8 . 3,1,7, Vārtt. 1 . SUŚR. 1,258,19 . BHARTṚ. 3,4 . mit dem abl. KATHĀS. 17,155 . ad ŚĀK. 14 . R. 4,13,9 . beängstigt KATHĀS. 15,95 . comp. mit dem, was man	H. 301;P. 3,4,8;P 3,1,7, Vārtt. 1;SUŚR. 1,258,19;BHARTṚ. 3,4;KATHĀS. 17,155;ŚĀK. 14;R. 4,13,9;KATHĀS. 15,95;P. 6,2,21;MĀDHY.-Rec;BṚH. ĀR. UP. 4,1,3
ASaNkA		2	2〉 Misstrauen: KATHĀS. 14,56	KATHĀS. 14,56
ASaNkA		1	1〉 von Furcht ergriffen PAÑCAT. 47,15	PAÑCAT. 47,15
ASaNkA		2	2〉 KATHĀS. 64,129	KATHĀS. 64,129
ASara		1	1〉 Feuer MED. r. 115	MED. r. 115
ASara		2	2〉 ein Rakṣas AK. 1,1,1,55 . H. 187 . MED. — Vgl	AK. 1,1,1,55;H. 187;MED
ASaya		1	1〉 Lagerstatt, Sitz, Ort AK. 3,3,12 . H. an. 3,480 . MED. y. 72 . ŚAT. BR. 9,1,1,9 . 3,3,4,28 . 5,5,5,6 . MBH. 3,1387 . PAÑCAT. 141,1 . BHAG. 15,8 . KATHĀS. 20,128 . SUŚR. 2,215,17 . In der Medicin di	AK. 3,3,12;H. an. 3,480;MED. y. 72;ŚAT. BR. 9,1,1,9;ŚAT. BR 3,3,4,28;ŚAT. BR 5,5,5,6;MBH. 3,1387;PAÑCAT. 141,1;BHAG. 15,8;KATHĀS. 20,128;SUŚR. 2,215,17;SUŚR. 1,337,21;WHITE 66;SUŚR. 1,14,1;SUŚR. 1, 43,10;SUŚR. 1, 78,16;SUŚR. 1, 257,9;SUŚR. 1, 329,3;SUŚR 2,117,12;SUŚR. 2, 203,7;DAŚAK. 189,11
ASaya		2	2〉 Ort, Stelle überh. SUŚR. 2,18,4	SUŚR. 2,18,4
ASaya		3	3〉 der Sitz der Gefühle und Gedanken, Herz, Gemüth AJAYAP. _im_ ŚKDR. YĀJÑ. 3,62 . BHAG. 10,20 . R. 1,4,30 . KATHĀS. 23,33 . 25,165	AJAYAP;ŚKDR;YĀJÑ. 3,62;BHAG. 10,20;R. 1,4,30;KATHĀS. 23,33;KATHĀS 25,165
ASaya		4	4〉 der im Herzen ruhende Gedanke, Absicht AK. 3,3,20 . H. 1383 . an. 3,481 . MED. y. 72 . KATHĀS. 12,73 . in dieser Absicht MALLIN. _zu_ KUMĀRAS. 6,46 . PAÑCAT. 51,25 . PRAB. 34,1 . KATHĀS. 20,3 . die	AK. 3,3,20;H. 1383;H an. 3,481;MED. y. 72;KATHĀS. 12,73;MALLIN;KUMĀRAS. 6,46;PAÑCAT. 51,25;PRAB. 34,1;KATHĀS. 20,3;KATHĀS 16,41
ASaya		5	5〉 Gesinnungsweise, Denkweise: dumm KATHĀS. 6,58 (statt ebend. 132 ist wohl auch zu lesen). VID. 44 . KATHĀS. 16,114 . BHARTṚ. 1,80 (auf den Fluss bezogen: ein Behälter von grausigen Thieren). H. an. 	KATHĀS. 6,58;ebend. 132;VID. 44;KATHĀS. 16,114;BHARTṚ. 1,80;H. an. 2,475;MED. l. 2;DHŪRTAS. 67,3
ASaya		6	6〉 N. einer Pflanze, Artocarpus integrifolia L. ( ), H. an. MED. — AJAYAP. _im_ ŚKDR. hat noch folgg. Bedd. : Eigenthum, geizig; KUSUMĀÑJALI ebend. : ( s. d. ) Schicksal; BALA beim Sch. zu NAIṢ. 2,77 	H. an;MED;AJAYAP;ŚKDR;KUSUMĀÑJALI ebend;BALA;NAIṢ. 2,77
ASaya		1	1〉 Z. 10 lies WISE st. WHITE	WISE;WHITE
ASaya		1	1〉 und	
ASaya		3	3〉 [Page5-1126] ( ) Bette eines Flusses und zugleich Herz Spr. 5158 . KATHĀS. 20,128	Spr. 5158;KATHĀS. 20,128
ASaya		3	3〉 DAŚAK. _in_ BENF. Chr. 188,1 . sich glücklich fühlend Spr. 1296	DAŚAK;BENF. Chr. 188,1;Spr. 1296
ASaya		4	4〉 LA. (II) 88,12 . bei dem alle Wünsche zur Ruhe gekommen sind PAÑCAT. III, 189 . adj. KATHĀS. 56,24	LA. (II) 88,12;PAÑCAT. III, 189;KATHĀS. 56,24
ASaya		5	5〉 in der Yoga -Lehre die Anlage, mit der ein Mensch zur Welt kommt und die eine Folge der Werke in einer vorangehenden Existenz ist, SARVADARŚANAS. 168,16 . SĀH. D. 213,8 . — Vgl	SARVADARŚANAS. 168,16;SĀH. D. 213,8
ASaya		3	3〉 das Beispiel Spr. 1296 zu streichen; vgl. Spr. (II) 3062 . — [Page7-1712] Vgl. weiter unten	Spr. 1296;Spr. (II) 3062
ASira	2	1	1〉 adj. gefrässig H. 394 , Sch	H. 394
ASira	2	2	2〉 m	
ASira	2	2a	a〉 Feuer Uṇ. 1,52 . H. ś. 168	Uṇ. 1,52;H. ś. 168
ASira	2	2	2〉 ein Rakṣas Uṇ. H. ś. 36 . — Vgl	Uṇ;H. ś. 36
ASis	1	1	1〉 Bitte, Bittgebet, Wunsch NAIGH. 3,21 . NIR. 6,8 . ṚV. 1,179,6 . 3,43,2 . 7,17,5 . 10,128,3 . 8,24,23 . 10,67,11 . VS. 2,10 . 6,10 . 17,57 . 19,29 . AV. 14,2,9 . 4,25,7 . 5,24,1 . 26,9 . 8,9,25 . 26	NAIGH. 3,21;NIR. 6,8;ṚV. 1,179,6;ṚV 3,43,2;ṚV 7,17,5;ṚV 10,128,3;ṚV 8,24,23;ṚV 10,67,11;VS. 2,10;VS 6,10;VS 17,57;VS 19,29;AV. 14,2,9;AV 4,25,7;AV 5,24,1;AV. 5, 26,9;AV 8,9,25;AV. 8,9, 26;AV 11,8,27;TS. 3,1,8,3;TS 5,2,2,1;ŚAT. BR. 1,8,1,9;ŚAT. BR 2,1,4,28;ŚAT. BR 1,3,1,26;ŚAT. BR 2,3,4,5;ŚAT. BR 6,5,2,3. fgg;ŚAT. BR 9,2,3,25;ŚAT. BR 4,2,1,22;ŚAT. BR. 4, 5,6,4;NIR. 7,3;KAUŚ. 60;M. 3,252;M 1,84;BHAG. 4,21;BHAG 6,10;MBH. 14,810;KUMĀRAS. 5,76;P. 8,2,104;AK. 3,4,230;H. 272;H an. 2,575;MED. s. 16;ŚĀK. 51,16;P. 8,2,83;ŚĀK. 187;ŚĀK 49,13;R. 2,32,11;R. 2, 55,17;RAGH. 11,5;RAGH 1,44;SĀV. 4,12;R. 2,34,5;R 6,5,17;R 3,35,105;KUMĀRAS. 7,47
ASis	1	2	2〉 eine der acht Hauptarzeneien ( ) RĀJAN. _im_ ŚKDR	RĀJAN;ŚKDR
ASis	1	1	1〉 KĀVYĀD. 1,14 . SĀH. D. 471 . Verz. d. Oxf. H. 122,b,16	KĀVYĀD. 1,14;SĀH. D. 471;Verz. d. Oxf. H. 122,b,16
ASis	1	3	3〉 Bez. des Charakters und der Personalendungen des Precativs KĀTANTRA 3 . 1,15 . 31	KĀTANTRA 3;KĀTANTRA 1,15;KĀTANTRA 31
ASitaMBava		1	1〉 adj. wovon man satt wird, sättigend P. 3,2,45 . Sch. VOP. 26,59 . = H. an. 5,47 . MED. v. 66	P. 3,2,45;VOP. 26,59;H. an. 5,47;MED. v. 66
ASitaMBava		2	2〉 das Sattsein, n. P. , Sch. VOP. m. H. an. MED	P;VOP;H. an;MED
ASleza		1	1〉 m	
ASleza		1a	a〉 Umschlingung HALĀY. _im_ ŚKDR. MBH. 2,2585 . MEGH. 105 . ( Handschr. : ) VET. 11,5 . AMAR. 15 . 72 . 94 . PAÑCAT. IV, 7 . MEGH. 3	HALĀY;ŚKDR;MBH. 2,2585;MEGH. 105;VET. 11,5;AMAR. 15;AMAR 72;AMAR 94;PAÑCAT. IV, 7;MEGH. 3
ASleza		1b	b〉 Berührung VOP. 5,30 . [Page1-0726]	VOP. 5,30
ASleza		2	2〉 f. N. eines Nakṣatra , pl. AV. 19,7,2 . TS. 4,4,10,1 . ( unbest. ob Kürze oder Länge) SUŚR. 1,106,7 . Verz. d. B. H. No. 1266 . Vgl. und	AV. 19,7,2;TS. 4,4,10,1;SUŚR. 1,106,7;Verz. d. B. H. No. 1266
ASleza		1	1〉	
ASleza		1a	a〉 BHĀG. P. 10,13,34 . KATHĀS. 64,123	BHĀG. P. 10,13,34;KATHĀS. 64,123
ASleza		2	2〉 WEBER, Nax. 2,300 . 387 . MBH. 13,3262 ed. Bomb. st. der ed. Calc. VARĀH. BṚH. S. 3,1 . pl. 9,28	WEBER, Nax. 2,300;WEBER, Nax. 2, 387;MBH. 13,3262;ed. Bomb;ed. Calc;VARĀH. BṚH. S. 3,1;VARĀH. BṚH. S 9,28
ASmana		1	1〉 adj. steinern P. 4,3,143 , Sch. BHAṬṬ. 4,26	P. 4,3,143;BHAṬṬ. 4,26
ASmana		2	2〉 m. ein Bein. Aruṇa ʼs, des Wagenlenkers der Sonne, TRIK. 1,1,103 . H. ś. 9	TRIK. 1,1,103;H. ś. 9
