k1	hom	homonym_precise	deriv_base	deriv_suffix	deriv_class	deriv_citation	panini_sutras	compound_members_pwg	compound_status	ganas	gana_sutras	gana_corroborated
aNga	3						P.1.4.13|P.2.3.20|P.2.4.62|P.4.1.54|P.4.2|P.6.1.119|P.8.1.33|P.11.3			cAdiH|gahAdiH	1.4.57|4.2.138	
aNga	4						P.1.4.13|P.2.3.20|P.2.4.62|P.4.1.54|P.4.2|P.6.1.119|P.8.1.33|P.11.3			cAdiH|gahAdiH	1.4.57|4.2.138	
aNgagraha		1						aNga + graha	agrees			
aNgaja		1						aNga + ja	agrees			
aNgajanus		1						aNga + janus	agrees			
aNgajvara		1						aNga + jvara	agrees			
aNgada		1						aNga + da	agrees			
aNgadvIpa		1						aNga + dvIpa	agrees			
aNganApriya		1						aNganA + priya	pwg-new-fill			
aNgaBeda		1						aNga + Beda	agrees			
aNgamarda		1						aNga + marda	agrees			
aNgamardaka		1						aNga + mardaka	agrees			
aNgamardin		1						aNga + mardin	agrees			
aNgarakta		1						aNga + rakta	agrees			
aNgarakzaRI		1						aNga + rakzaRI	agrees			
aNgarAga		1						aNga + rAga	agrees			
aNgarAj		1						aNga + rAj	agrees			
aNgaruha		1						aNga + ruha	agrees			
aNgalipi		1						aNga + lipi	agrees			
aNgaloka		1						aNga + loka	agrees			
aNgaloqya		1						aNga + loqya	agrees			
aNgavikfti		1						aNga + vikfti	agrees			
aNgavikzepa		1						aNga + vikzepa	agrees			
aNgavidyA		1						aNga + vidyA	agrees	parimuKAdiH	4.3.59	
aNgavEkfta		1						aNga + vEkfta	agrees			
aNgasaMskAra		1						aNga + saMskAra	agrees			
aNgasaMskriyA		1						aNga + saMskriyA	agrees			
aNgahAra		1						aNga + hAra	agrees			
aNgahIna		1						aNga + hIna	agrees			
aNgahInatva		1	aNgahIna	tva	абстракт	M. 11,50						
aNgADipa		1						aNga + aDipa	pwg-new-fill			
aNgAra										BikzAdiH|pASAdiH|tArakAdiH	4.2.38|4.2.49|5.2.36	
aNgAraka		1	aNgAra	ka	уменьш./собират.	H. an. 4,1				tArakAdiH	5.2.36	
aNgArakamaRi		1						aNgAraka + maRi	agrees			
aNgArakuzWaka		1						aNgAra + kuzWaka	agrees			
aNgAraDAnikA		1						aNgAra + DAnikA	agrees			
aNgAraDAnI		1						aNgAra + DAnI	agrees			
aNgAraparipAcita		1						aNgAra + paripAcita	agrees			
aNgAraparRa		1						aNgAra + parRa	agrees			
aNgArapAtrI		1						aNgAra + pAtrI	agrees			
aNgArapuzpa		1						aNgAra + puzpa	agrees			
aNgAramaYjI		1						aNgAra + maYjI	agrees			
aNgAravallarI		1						aNgAra + vallarI	agrees			
aNgAravallI		1						aNgAra + vallI	agrees			
aNgAraSakawI		1						aNgAra + SakawI	agrees			
aNgArAvakzayaRa		1						aNgAra + avakzayaRa	pwg-new-fill			
aNgArIya		1	aNgAra	Iya	относит./vṛddhi	P. 5,1,12	P.5.1.12					
aNgin		1	aNga	in	поссессив	PAT.	P.2.3.20					
aNgiras							P.2.4.65|P.5.2.37					
aNgirasAmayana		1						aNgiras + ayana	pwg-new-fill			
aNgirastama		1	aNgiras	tama	сравнение	ṚV. 1,75,2			index-only			
aNgirasvat		1	aNgiras	vat	поссессив	ṚV. 1,45,3	P.1.4.18		index-only			
aNgIya		1	aNga	Iya	относит./vṛddhi							
aNguri							P.8.2.18					
aNgurIya		1	aNguri	Iya	относит./vṛddhi	BHARATA						
aNgurIyaka		1	aNgurIya	ka	уменьш./собират.	MUKUṬA						
aNgula							P.5.4|P.5.4.86|P.49.36					
aNgulaka		1	aNgula	ka	уменьш./собират.	YĀJÑ. 2,106						
aNguli										aNgulyAdiH	5.3.108	
aNgulitoraRa		1						aNguli + toraRa	agrees			
aNgulitra		1						aNguli + tra	agrees			
aNgulitrARa		1					P.6.3.12	aNguli + trARa	agrees			
aNgulimudrA		1						aNguli + mudrA	agrees			
aNgulimowana		1						aNguli + mowana	agrees			
aNgulizaNga		1					P.8.3.80	aNguli + saNga	differs			
aNgulisaMdeSa		1						aNguli + saMdeSa	agrees			
aNgulIpaYcaka		1						aNgulI + paYcaka	pwg-new-fill			
aNgulIya		1	aNguli	Iya	относит./vṛddhi	P. 4,3,62	P.4.3.62					
aNgulIyaka		1	aNgulIya	ka	уменьш./собират.	ŚKDR.						
aNgulIsaMBUta		1						aNgulI + saMBUta	pwg-new-fill			
aNguzWa							P.8.3.97			karRAdiH	5.2.24	
aNguzWya		1	aNguzWa	ya	относит./vṛddhi	KĀTY. ŚR. 7,2,8						
aNgya		1	aNga	ya	относит./vṛddhi	ṚV. 1,191,7						
aNGrinAmaka		1						aNGri + nAman	differs			
aNGrinAman		1						aNGri + nAman	agrees			
aNGriparRI		1						aNGri + parRa	differs			
aNGrivalli		1						aNGri + valli	agrees			
aNGrivallikA		1						aNGri + vallikA	agrees			
acakra		1						a + cakra	pwg-new-fill			
acakzurvizaya		1						a + cakzurvizaya	pwg-new-fill			
acakzuzka		1						a + cakzus	pwg-new-fill			
acakzus		1						a + cakzus	pwg-new-fill			
acaRqI		1						a + caRqI	pwg-new-fill			
acatura		1					P.5.4.77	a + catvar	pwg-new-fill			
acara		1						a + cara	pwg-new-fill			
acarant		1						a + carant	pwg-new-fill			
acarama		1						a + carama	pwg-new-fill			
acala		1						a + cala	pwg-new-fill			
acalakIlA		1						acala + kIla	differs			
acalatviz		1						acala + tviz	agrees			
acalaDfti		1						acala + Dfti	agrees			
acalaBrAtar		1						acala + BrAtar	pwg-new-fill			
acalamati		1						acala + mati	agrees			
acalAsaptamI		1						acalA + saptamI	pwg-new-fill			
acikitvaMs		1						a + cikitvaMs	pwg-new-fill			
acikkaRa		1						a + cikkaRa	pwg-new-fill			
acit		1						a + cit	pwg-new-fill			
acitta		1					P.4.3.96	a + citta	pwg-new-fill			
acitti		1						a + citti	pwg-new-fill			
acitra		1						a + citra	pwg-new-fill			
acintita		1						a + cintita	pwg-new-fill			
acintya		1						a + cintya	pwg-new-fill			
acira		1						a + cira	pwg-new-fill			
aciradyuti		1						acira + dyuti	agrees			
acirapraBa		1						acira + praBA	pwg-new-fill			
aciraBAs		1						acira + BAs	agrees			
acirarocis		1						acira + rocis	agrees			
acirAMSu		1						acira + aMSu	pwg-new-fill			
acirABa		1						acira + ABA	pwg-new-fill			
acetana		1					P.3.1.7	a + cetana	pwg-new-fill			
acetas		1						a + cetas	pwg-new-fill			
acetAna		1						a + cetAna	pwg-new-fill			
acezwa		1						a + cezwA	pwg-new-fill			
acezwatA		1	acezwa	tA	абстракт	H. 307			index-only			
acEtanya		1						a + cEtanya	pwg-new-fill			
acodas		1						a + codas	pwg-new-fill			
acCa	1						P.1.4.69					
acCandasam		1						a + Candas	pwg-new-fill			
acCAya		1						a + CAyA	pwg-new-fill			
acCAvAka		1					P.5.2.59	acCa + vAka	pwg-new-fill			
acCAvAkaSastra		1						acCAvAka + Sastra	pwg-new-fill			
acCAvAkIya		1	acCAvAka	Iya	относит./vṛddhi	AIT. BR. 2,37	P.5.1.135					
acCidyamAna		1						a + CidyamAna	pwg-new-fill			
acCidra	1	1					P.7.8.28	a + Cidra	pwg-new-fill			
acCidra	2	1					P.7.8.28	a + Cidra	pwg-new-fill			
acCidrakARqa		1						acCidra + kARqa	agrees			
acCidroti		1						acCidra + Uti	pwg-new-fill			
acCidroDnI		1						acCidra + UDan	pwg-new-fill			
acCinna		1						a + Cinna	pwg-new-fill			
acCinnapatra		1						acCinna + patra	pwg-new-fill			
acCinnaparRa		1						acCinna + parRa	agrees			
acCupta		1						a + Cupta	pwg-new-fill			
acCeta		1						acCa + ita	pwg-new-fill			
acCedika		1					P.6.2.155	a + Ceda	pwg-new-fill			
acCokti		1						acCa + ukti	pwg-new-fill			
acCoda		1						acCa + uda	pwg-new-fill			
acyuta	1	1						a + cyuta	pwg-new-fill	kASyAdiH	4.2.116	
acyuta	2							a + cyuta	pwg-new-fill	kASyAdiH	4.2.116	
acyutakzit		1						acyuta + kzit	agrees			
acyutacyut		1						acyuta + cyut	agrees			
acyutaja		1						acyuta + ja	agrees			
acyutajallakin		1						acyuta + jallakin	agrees			
acyutadanta		1						acyuta + danta	agrees			
acyutamUrti		1						acyuta + mUrti	agrees			
acyutAgraja		1						acyuta + agraja	pwg-new-fill			
acyutopADyAya		1						acyuta + upADyAya	pwg-new-fill			
aja	1						P.3.2.101|P.3.7.5|P.4.1.4|P.8.8.21	a + ja	pwg-new-fill	gargAdiH|hastyAdiH|naqAdiH	4.1.105|4.1.99|5.4.138	
aja	2	1					P.3.2.101|P.3.7.5|P.4.1.4|P.8.8.21	a + ja	pwg-new-fill	gargAdiH|hastyAdiH|naqAdiH	4.1.105|4.1.99|5.4.138	
ajaka		1	aja	ka	уменьш./собират.	HARIV. 1423						
ajakarRa		1						aja + karRa	agrees			
ajakarRaka		1	ajakarRa	ka	уменьш./собират.	RĀJAN.			index-only			
ajakA							P.7.3.47					
ajakAjAta		1						ajakA + jAta	pwg-new-fill			
ajakAva							P.5.2.100					
ajakUlA		1						aja + kUla	differs			
ajakzIra		1					P.6.3.63	aja + kzIra	agrees			
ajaganDa		1						aja + ganDa	pwg-new-fill			
ajagallikA		1						aja + gallikA	agrees			
ajagava							P.5.2.110					
ajaGanya		1						a + jaGanya	pwg-new-fill			
ajaGnivaMs		1						a + jaGnivaMs	pwg-new-fill			
ajajIvika		1						aja + jIvikA	differs			
ajawA		1						a + jawA	pwg-new-fill			
ajaqa		1						a + jaqa	pwg-new-fill			
ajatva							P.6.3.64		index-only			
ajaTyA							P.5.1.8					
ajadaRqI		1						aja + daRqa	differs			
ajadevatA		1						aja + devatA	agrees			
ajana	1						P.10.3.1	a + jana	pwg-new-fill			
ajana	2	1					P.10.3.1	a + jana	pwg-new-fill			
ajanani		1					P.3.3.112	a + janani	pwg-new-fill			
ajanya		1						a + janya	pwg-new-fill			
ajapa	1							a + japa	differs			
ajapa	2	1						a + japa	differs			
ajapaTa							P.5.1.77		index-only	BavadAdiH	5.3.14	
ajapada		1					P.5.4.120	aja + pada	agrees			
ajapAda		1						aja + pAda	agrees			
ajapArSva		1						aja + pArSva	agrees			
ajapAla		1						aja + pAla	agrees			
ajaBakza		1						aja + Bakza	agrees			
ajamAyu		1						aja + mAyu	agrees			
ajamIQa		1					P.4.2.125	aja + mIQa	agrees			
ajamuKa		1						aja + muKa	agrees			
ajamodA		1						aja + moda	differs			
ajamBa		1						a + jamBa	pwg-new-fill			
ajaya	1	1						a + jaya	pwg-new-fill			
ajaya	2	1						a + jaya	pwg-new-fill			
ajayagarha		1						ajaya + garhA	pwg-new-fill			
ajayya		1						a + jayya	pwg-new-fill			
ajara		1					P.6.2.116	a + jara	pwg-new-fill			
ajarant		1						a + jarant	pwg-new-fill			
ajarayu		1						a + jarayu	pwg-new-fill			
ajaras		1						a + jaras	pwg-new-fill			
ajarya		1					P.3.1.105	a + jarya	pwg-new-fill			
ajarzaBa		1						aja + fzaBa	differs			
ajalambana		1						aja + lambana	agrees			
ajaloman		1						aja + loman	agrees			
ajalomI		1						aja + loma	differs			
ajavas		1						a + javas	pwg-new-fill			
ajavasti		1						aja + vasti	agrees	yaskAdiH	2.4.63	
ajavITI		1						aja + vITI	agrees			
ajaSfNgI		1						aja + SfNga	differs			
ajastunda							P.6.1.155		index-only			
ajasra		1					P.3.2.167	a + jasra	pwg-new-fill			
ajahatsvArTA		1						a + jahat	differs			
ajAkfpaRIya		1					P.5.3.106	ajA + kfpaRa	pwg-new-fill			
ajAkzIra		1						ajA + kzIra	pwg-new-fill			
ajAgara		1						a + jAgara	pwg-new-fill			
ajAjIva		1						aja + AjIva	pwg-new-fill			
ajAta		1						a + jAta	pwg-new-fill			
ajAtakakud		1					P.5.4.146	ajAta + kakud	agrees			
ajAtaSatru		1						ajAta + Satru	agrees			
ajAtAri		1						ajAta + ari	pwg-new-fill			
ajAtva		1	ajA	tva	абстракт	P. 6,3,64	P.6.3.64					
ajAdanI		1						aja + adana	pwg-new-fill			
ajAni		1						a + jAni	pwg-new-fill			
ajAntrI		1						aja + antrI	pwg-new-fill			
ajApayas		1						ajA + payas	pwg-new-fill			
ajApAlaka		1						ajA + pAlaka	pwg-new-fill			
ajAmi		1						a + jAmi	pwg-new-fill			
ajAyamAna		1						a + jAyamAna	pwg-new-fill			
ajAvika		1						aja + avi	pwg-new-fill			
ajASva	1	1						aja + aSva	pwg-new-fill			
ajASva	2							aja + aSva	pwg-new-fill			
ajikA							P.7.3.47					
ajita		1						a + jita	pwg-new-fill			
ajitakeSakambala		1						ajita + keSa + kambala	differs			
ajitabalA		1						ajita + bala	differs			
ajitavikrama		1						ajita + vikrama	agrees			
ajitAtman		1						ajita + Atman	pwg-new-fill			
ajitApIqa		1						ajita + ApIqa	pwg-new-fill			
ajina							P.5.3.82			kfSASvAdiH	4.2.80	
ajinapatrA		1						ajina + patra	pwg-new-fill			
ajinapatrI		1						ajina + patra	pwg-new-fill			
ajinaPalA		1					P.4.1.64	ajina + Pala	differs			
ajinayoni		1						ajina + yoni	agrees			
ajinavAsin		1						ajina + vAsa	differs			
ajinasaMDa		1						ajina + saMDa	pwg-new-fill			
ajira							P.4.1.123			SuBrAdiH|aMSvAdiH|ajirAdiH|sutaNgamAdiH|utkarAdiH	4.1.123|4.2.80|4.2.90|6.2.193|6.3.119	1
ajiravatI							P.6.3.119		index-only			
ajiraSocis		1						ajira + Socis	agrees			
ajirADirAja		1						ajira + aDirAja	pwg-new-fill			
ajirIya		1	ajira	Iya	относит./vṛddhi							
ajihma		1					P.1.1.68	a + jihma	pwg-new-fill			
ajihmaga		1						ajihma + ga	agrees			
ajihva		1						a + jihvA	pwg-new-fill			
ajIta		1						a + jIta	pwg-new-fill			
ajItapunarvaRya		1						ajIta + punarvaRya	agrees			
ajIti		1						a + jIti	pwg-new-fill			
ajIrRa		1						a + jIrRa	pwg-new-fill			
ajIrRin		1	ajIrRa	in	поссессив	SUŚR. 2,133,4						
ajIva		1						a + jIva	pwg-new-fill			
ajIvana	1	1						a + jIvana	pwg-new-fill			
ajIvana	2	1						a + jIvana	pwg-new-fill			
ajIvani		1					P.3.3.112	a + jIvani	pwg-new-fill			
ajIvant		1						a + jIvant	pwg-new-fill			
ajIvita		1						a + jIvita	pwg-new-fill			
ajura		1						a + jura	pwg-new-fill			
ajurya		1						a + jurya	pwg-new-fill			
ajuzwa		1						a + juzwa	pwg-new-fill			
ajuzwi		1						a + juzwi	pwg-new-fill			
ajeya		1						a + jeya	pwg-new-fill			
ajEkapAda		1						aja + ekapAda	pwg-new-fill			
ajEqaka		1						aja + eqaka	pwg-new-fill			
ajoza		1						a + joza	pwg-new-fill			
ajozya		1						a + jozya	pwg-new-fill			
ajYa		1					P.7.3.47|P.10.78.6	a + jYa	pwg-new-fill			
ajYAta		1						a + jYAta	pwg-new-fill	yAvAdiH	5.4.29	
ajYAtaketa		1						ajYAta + keta	agrees			
ajYAtayakzma		1						ajYAta + yakzma	agrees			
ajYAti		1						a + jYAti	pwg-new-fill			
ajYAna	1	1						a + jYAna	pwg-new-fill			
ajYAna	2	1						a + jYAna	pwg-new-fill			
ajYAs		1						a + jYAs	pwg-new-fill			
ajyAni		1						a + jyAni	pwg-new-fill			
ajyezWa		1						a + jyezWa	pwg-new-fill			
ajrya		1	ajra	ya	относит./vṛddhi	ṚV. 10,69,6						
aYc	2						P.3.2.59					
aYcati										bahvAdiH	4.1.45	
aYj							P.1.4.106|P.6.2.24|P.6.4.23|P.7.2.74|P.8.1.15|P.8.2.46|P.8.2.48					
aYjana	1									gozadAdiH|kiMSulukAdiH	5.2.62|6.3.117	
aYjana	2									gozadAdiH|kiMSulukAdiH	5.2.62|6.3.117	
aYjanaka		1	aYjana	ka	уменьш./собират.	SUŚR. 2,108,18						
aYjanakeSI		1						aYjana + keSa	differs			
aYjananAmikA		1						aYjana + nAman	differs			
aYjanAgiri		1					P.6.2.94	aYjana + giri	pwg-new-fill			
aYjanADikA		1						aYjana + aDikA	pwg-new-fill			
aYjanika		1	aYjana	ika	относит./vṛddhi	H. 1298						
aYjalika		1	aYjali	ika	относит./vṛddhi	JAṬĀDH.				caturvedAdiH	5.1.124	
aYjalikarman		1						aYjali + karman	agrees			
aYjalikArikA		1						aYjali + kArikA	agrees			
aYjas							P.10.26.19					
aYjasA							P.6.3.3			svarAdiH	1.1.37	
aYjasAyana		1						aYjasA + ayana	pwg-new-fill			
aYjisakTa		1					P.6.2.198|P.6.2.199	aYji + sakTa	agrees			
awavika		1	awavi	ika	относит./vṛddhi	PAÑCAT. 156,19						
awA							P.3.1.17					
awAwyA							P.3.3.101					
awwasTalI		1						awwa + sTalI	agrees	DUmAdiH	4.2.127	
awwahasita		1						awwa + hasita	agrees			
awwahAsa		1						awwa + hAsa	agrees			
awwahAsaka		1	awwahAsa	ka	уменьш./собират.	RĀJAN.			index-only			
awwahAsin		1	awwahAsa	in	поссессив	H. 197			index-only			
awwahAsya		1						awwa + hAsya	agrees			
awwAlikAkAra		1						awwAlikA + kAra	pwg-new-fill			
awwAlikAbanDa		1					P.3.4.42	awwAlikA + banDa	pwg-new-fill			
aRaka							P.2.1.54			utkarAdiH	4.2.90	
aRakIya		1	aRaka	Iya	относит./vṛddhi							
aRavya							P.5.2.4					
aRImARqavya		1						aRI + mARqavya	pwg-new-fill			
aRu										sTUlAdiH|svargAdiH	5.1.111|5.4.3	
aRuka		1	aRu	ka	уменьш./собират.	H. an. 3,1						
aRutA		1	aRu	tA	абстракт	TAITT. PRĀT. 2,10			index-only			
aRutEla		1						aRu + tEla	agrees			
aRutva		1	aRu	tva	абстракт	NIR. 11,31			index-only			
aRuBA		1						aRu + BA	agrees			
aRumAtrika		1						aRu + mAtrA	differs			
aRurevatI		1						aRu + revatI	agrees			
aRuvrIhi		1						aRu + vrIhi	agrees			
aRuSas		1	aRu	Sas	адверб	SUŚR. 2,175,19			index-only			
aRuha		1						aRu + ha	pwg-new-fill			
aRqa										kukkuwyAdiH|pakzAdiH	4.2.80|6.3.42	
aRqaka		1	aRqa	ka	уменьш./собират.	PAÑCAT. 74,20						
aRqakawAha		1					P.5.17.1	aRqa + awAha	differs			
aRqakoza		1					P.2.8.16	aRqa + koza	agrees			
aRqaja		1						aRqa + ja	agrees			
aRqajeSvara		1						aRqaja + ISvara	differs			
aRqaDara		1						aRqa + Dara	agrees			
aRqara										BfSAdiH|gOrAdiH	3.1.12|4.1.41	
aRqavarDana		1						aRqa + varDana	agrees			
aRqavfdDi		1						aRqa + vfdDi	agrees			
aRvanta		1						aRu + anta	pwg-new-fill			
atawa		1						a + tawa	pwg-new-fill			
ataTA		1						a + taTA	pwg-new-fill			
ataTocita		1						a + taTocita	pwg-new-fill			
atantra		1						a + tantra	pwg-new-fill			
atantrI		1						a + tantrI	pwg-new-fill			
atandra		1						a + tandrA	pwg-new-fill			
atandrita		1						a + tandrA	pwg-new-fill			
atandrin		1						a + tandrA	pwg-new-fill			
atapa		1						a + tapa	pwg-new-fill			
atapas		1						a + tapas	pwg-new-fill			
atapaska		1						a + tapas	pwg-new-fill			
ataptatanU		1						a + tapta	differs			
atapyamAna		1						a + tapyamAna	pwg-new-fill			
atameru		1						a + tameru	pwg-new-fill			
atarka		1						a + tarka	pwg-new-fill			
atarkita		1						a + tarkita	pwg-new-fill			
atala		1						a + tala	pwg-new-fill			
atalasparSa		1						a + talasparSa	differs			
atalaspfS		1						a + talaspfS	differs			
atavyaMs		1						a + tavyaMs	pwg-new-fill			
atas							P.2.1.12|P.2.4.33|P.5.3.5					
atasa										gOrAdiH	4.1.41	
ati							P.1.4.95|P.2.1.6|P.2.2.18|P.5.4.69|P.6.2.144|P.6.2.191			kAzWAdiH|prAdiH	1.4.58|8.1.67	
atikaTa		1						ati + kaTA	differs			
atikaTA		1						ati + kaTA	agrees			
atikandaka		1						ati + kanda	pwg-new-fill			
atikarzaRa		1						ati + karzaRa	agrees			
atikalyam		1						ati + kalya	differs			
atikaSa		1					P.6.2.191	ati + kaSA	pwg-new-fill			
atikAya		1						ati + kAya	agrees			
atikAraka		1					P.6.2.191	ati + kAraka	pwg-new-fill			
atikutsita		1						ati + kutsita	agrees			
atikfcCra		1						ati + kfcCra	agrees			
atikfta		1						ati + kfta	agrees			
atikfSa		1						ati + kfSa	agrees			
atikfzRa		1						ati + kfzRa	agrees			
atikeSara		1						ati + keSara	pwg-new-fill			
atikruzwa		1						ati + kruzwa	agrees			
atiKawva		1					P.6.2.2	ati + KawvA	pwg-new-fill			
atiKara		1						ati + Kara	agrees			
atigaRqa		1						ati + gaRqa	agrees			
atiganDa		1						ati + ganDa	agrees			
atiganDAlu		1						ati + ganDAlu	agrees			
atigava		1						ati + go	pwg-new-fill			
atiguRa		1						ati + guRa	agrees			
atiguhA		1						ati + guhA	pwg-new-fill			
atigo		1					P.5.4.69	ati + go	agrees			
atigraha							P.5.4.46					
aticamU		1						ati + camU	pwg-new-fill			
aticara		1						ati + cara	pwg-new-fill			
aticaraRa		1						ati + caraRa	agrees			
aticApalya		1						ati + cApalya	agrees			
aticArin							P.3.2.142					
aticCatra		1						ati + Catra	pwg-new-fill			
aticCatraka		1	aticCatra	ka	уменьш./собират.	RĀJAN.						
aticCandas	1	1						ati + Candas	pwg-new-fill			
aticCandas	2	1						ati + Candas	pwg-new-fill			
atijagatI		1						ati + jagatI	pwg-new-fill			
atijana		1						ati + jana	pwg-new-fill			
atijara							P.7.2.101		index-only			
atijala		1						ati + jala	agrees			
atijava	1	1						ati + java	agrees			
atijava	2							ati + java	agrees			
atijAgara		1						ati + jAgara	agrees			
atijIva		1						ati + jIva	agrees			
atiqIna		1						ati + qIna	agrees			
atitIvra		1						ati + tIvra	agrees			
atitfpti		1						ati + tfpti	agrees			
atitfzRa		1						ati + tfzRA	differs			
atityad		1					P.7.2.102	ati + tyad	pwg-new-fill			
atitvam		1					P.7.2.97	ati + tvam	pwg-new-fill			
atiTi										SuBrAdiH	4.1.123	
atiTikriyA		1						atiTi + kriyA	agrees			
atiTitva		1	atiTi	tva	абстракт	DRAUP. 3,9			index-only			
atiTideva		1						atiTi + deva	agrees			
atiTiDarma		1						atiTi + Darma	agrees			
atiTiDarmin		1	atiTiDarma	in	поссессив	M. 3,112			index-only			
atiTipati		1						atiTi + pati	agrees			
atiTipUjana		1						atiTi + pUjana	agrees			
atiTipUjA		1						atiTi + pUjA	agrees			
atiTisatkAra		1						atiTi + satkAra	agrees			
atidatta		1						ati + datta	pwg-new-fill			
atidarpa	1	1						ati + darpa	agrees			
atidarpa	2							ati + darpa	agrees			
atidarSin		1						ati + darSin	agrees			
atidAna		1						ati + dAna	agrees			
atidIpya		1						ati + dIpya	pwg-new-fill			
atidIrGa		1						ati + dIrGa	agrees			
atidurlamBa		1						ati + durlamBa	agrees			
atidUra		1						ati + dUra	agrees			
atideva		1						ati + deva	pwg-new-fill			
atideSa							P.7.4.93					
atiDanvan		1						ati + Danvan	pwg-new-fill			
atiDfti		1						ati + Dfti	pwg-new-fill			
atiDenu		1					P.1.4.3	ati + Denu	agrees			
atinAman		1						ati + nAman	pwg-new-fill			
atinAzwra		1						ati + nAzwrA	pwg-new-fill			
atinidra		1						ati + nidrA	differs			
atinidram		1					P.2.1.6	ati + nidrA	differs			
atinivft		1						ati + nivft	pwg-new-fill			
atinO		1					P.1.1.48	ati + nO	pwg-new-fill			
atipawIkzepa		1						ati + pawIkzepa	pwg-new-fill			
atipatti							P.3.3.139					
atipatra		1						ati + patra	pwg-new-fill			
atipaTin		1						ati + paTin	agrees			
atipada		1					P.6.2.191	ati + pada	agrees			
atiparokza		1						ati + parokza	agrees			
atipAta							P.3.3.38					
atipAtaka		1						ati + pAtaka	agrees			
atipAdanivft		1						ati + pAdanivft	pwg-new-fill			
atipitar		1						ati + pitar	pwg-new-fill			
atipitAmaha		1						ati + pitAmaha	pwg-new-fill			
atipUta		1						ati + pUta	agrees			
atipUruza		1						ati + pUruza	agrees			
atiprakASa		1						ati + prakASa	agrees			
atiprage		1						ati + prage	agrees			
atipraRaya		1						ati + praRaya	agrees			
