id	k1	hom	L_id	verdict	rule	stratum	pwg_members	index_members	pwg_source_split	mw_first_variant	mw_variant_count	mw_k2_raw	pwg_source_paren	dcs_freq	evidence	reason
BadraSAKa	BadraSAKa		54054	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	Badra + SAKA	Badra + SAKa	Badra + SAKA	Badra + SAKa	1	Badra—SAKa	({#Badra#} + {#SAKA#})	2	form_diffs=SAKA|SAKa	both sources cut the word in the same place; the members differ only in form (SAKA|SAKa) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
BadraSreRya	BadraSreRya		54064	pwg_members-right	pwg_lexeme_vs_mw_suffixed_tail	pwg_lexeme_vs_mw_suffixed_tail	Badra + SreRi	Badra + SreRya	Badra + SreRi	Badra + SreRya	1	Badra—SreRya	({#Badra#} + {#SreRi#})	8	taddhita_suffix=ya	only the final member differs: PWG's `SreRi` is an attested headword and MW's `SreRya` is that lexeme plus `-ya`, a suffix that derives the WHOLE compound rather than being one of its members
BadraSriya	BadraSriya		54061	pwg_members-right	pwg_lexeme_vs_mw_suffixed_tail	pwg_lexeme_vs_mw_suffixed_tail	Badra + SrI	Badra + Sriya	Badra + SrI	Badra + Sriya	1	Badra—Sriya	({#Badra#} + {#SrI#})	6	index_members_unattested=Sriya; taddhita_suffix=iya	only the final member differs: PWG's `SrI` is an attested headword and MW's `Sriya` is that lexeme plus `-iya`, a suffix that derives the WHOLE compound rather than being one of its members
BadracUqa	BadracUqa		53994	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	Badra + cUqA	Badra + cUqa	Badra + cUqA	Badra + cUqa	1	Badra—cUqa	({#Badra#} + {#cUqA#})		form_diffs=cUqA|cUqa	both sources cut the word in the same place; the members differ only in form (cUqA|cUqa) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
BadradantikA	BadradantikA		54002	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	Badra + danta	Badra + dantikA	Badra + danta	Badra + dantikA	1	Badra—dantikA	(von {#Badra#} + {#danta#})	1	form_diffs=danta|dantikA	both sources cut the word in the same place; the members differ only in form (danta|dantikA) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
BadraganDikA	BadraganDikA		53989	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	Badra + ganDa	Badra + ganDikA	Badra + ganDa	Badra + ganDikA	1	Badra—ganDikA	(von {#Badra#} + {#ganDa#})		form_diffs=ganDa|ganDikA	both sources cut the word in the same place; the members differ only in form (ganDa|ganDikA) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
BadrakarRikA	BadrakarRikA		53977	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	Badra + karRa	Badra + karRikA	Badra + karRa	Badra + karRikA	1	Badra—karRikA	(von {#Badra#} + {#karRa#})	2	form_diffs=karRa|karRikA	both sources cut the word in the same place; the members differ only in form (karRa|karRikA) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
BadraparRA	BadraparRA		54010	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	Badra + parRa	Badra + parRA	Badra + parRa	Badra + parRA	1	Badra—parRA	({#Badra#} + {#parRa#})		form_diffs=parRa|parRA; index_members_unattested=parRA	both sources cut the word in the same place; the members differ only in form (parRa|parRA) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
BadrarUpA	BadrarUpA		54036	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	Badra + rUpa	Badra + rUpA	Badra + rUpa	Badra + rUpA	1	Badra—rUpA	({#Badra#} + {#rUpa#})		form_diffs=rUpa|rUpA	both sources cut the word in the same place; the members differ only in form (rUpa|rUpA) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
Badrasena	Badrasena		54069	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	Badra + senA	Badra + sena	Badra + senA	Badra + sena	1	Badra—sena/	({#Badra#} + {#senA#})	4	form_diffs=senA|sena	both sources cut the word in the same place; the members differ only in form (senA|sena) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
BadrasomA	BadrasomA		54070	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	Badra + soma	Badra + somA	Badra + soma	Badra + somA	1	Badra—somA	({#Badra#} + {#soma#})		form_diffs=soma|somA	both sources cut the word in the same place; the members differ only in form (soma|somA) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
BagaMdara	BagaMdara		53781	pwg_members-right	mw_anusvara_right_of_boundary	mw_anusvara_right_of_boundary	Bagam + dara	Baga + Mdara	Bagam + dara	Baga + M-dara	1	Baga—M-dara	({#Bagam#}, <ab>acc.</ab> von {#Baga#}, + {#dara#})	116	index_members_unattested=Mdara; mw_hyphen_members=M-dara; pwg_members_unattested=Bagam	MW puts the linking anusvāra on the right of the cut (`Mdara`, hyphenated in its own <k2>) while PWG keeps it on the accusative first member (`Bagam`) — MW's `Mdara` is not a word
Bagadevata	Bagadevata		53770	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	Baga + devatA	Baga + devata	Baga + devatA	Baga + devata	1	Baga—devata	({#Baga#} + {#devatA#})		form_diffs=devatA|devata; index_members_unattested=devata	both sources cut the word in the same place; the members differ only in form (devatA|devata) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
BagavacCAstra	BagavacCAstra		53786	pwg_members-right	mw_cut_leaves_nonword	mw_cut_leaves_nonword	Bagavant + SAstra	Bagavac + CAstra	Bagavant + SAstra	Bagavac + CAstra	1	Bagavac—CAstra	({#Bagavant#} + {#SAstra#})		index_members_unattested=CAstra	the two segmentations differ and every PWG member is an attested headword while MW's `CAstra` is not a word — MW cuts inside a sandhi-fused seam (mahA+arha -> mahA|rha) or spells the seam's surface form
BagavaddfSa	BagavaddfSa		53796	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	Bagavant + dfSa	Bagavad + dfSa	Bagavant + dfSa	Bagavad + dfSa	1	Bagavad—dfSa	({#Bagavant#} + {#dfSa#})	2	form_diffs=Bagavant|Bagavad	both sources cut the word in the same place; the members differ only in form (Bagavant|Bagavad) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
Bagavaddruma	Bagavaddruma		53797	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	Bagavant + druma	Bagavad + druma	Bagavant + druma	Bagavad + druma	1	Bagavad—druma	({#Bagavant#} + {#druma#})		form_diffs=Bagavant|Bagavad	both sources cut the word in the same place; the members differ only in form (Bagavant|Bagavad) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
BagavadgItA	BagavadgItA		53795	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	Bagavant + gItA	Bagavad + gItA	Bagavant + gItA	Bagavad + gItA	1	Bagavad—gItA	({#Bagavant#} + {#gItA#})	5	form_diffs=Bagavant|Bagavad	both sources cut the word in the same place; the members differ only in form (Bagavant|Bagavad) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
BagavadrAta	BagavadrAta		80054	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	Bagavant + rAta	Bagavad + rAta	Bagavant + rAta	Bagavad + rAta	1	Bagavad—rAta	({#Bagavant#} + {#rAta#})		form_diffs=Bagavant|Bagavad	both sources cut the word in the same place; the members differ only in form (Bagavant|Bagavad) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
BagnaprakramatA	BagnaprakramatA		80061	pwg_members-right	mw_splits_derivational_suffix	residual-undersized	Bagna + prakrama	Bagna + prakrama + tA	Bagna + prakrama	Bagna + prakrama + tA	1	Bagna—prakrama—tA	(von {#Bagna#} + {#prakrama#})		mw_suffix_member=tA	MW gives `tA` its own member; it is a secondary suffix applied to the finished compound, not one of the words compounded
BagnasaMDika	BagnasaMDika		53832	pwg_members-right	pwg_lexeme_vs_mw_suffixed_tail	pwg_lexeme_vs_mw_suffixed_tail	Bagna + saMDi	Bagna + saMDika	Bagna + saMDi	Bagna + saMDika	1	Bagna—saMDika	(von {#Bagna#} + {#saMDi#})		taddhita_suffix=ka	only the final member differs: PWG's `saMDi` is an attested headword and MW's `saMDika` is that lexeme plus `-ka`, a suffix that derives the WHOLE compound rather than being one of its members
BakzaMkfta	BakzaMkfta		53747	pwg_members-right	mw_anusvara_right_of_boundary	mw_anusvara_right_of_boundary	Bakzam + kfta	Bakza + Mkfta	Bakzam + kfta	Bakza + M-kfta	1	Bakza/—M-kfta	({#Bakzam#} <ab>absolut.</ab> + {#kfta#})		index_members_unattested=Mkfta; mw_hyphen_members=M-kfta; pwg_members_unattested=Bakzam	MW puts the linking anusvāra on the right of the cut (`Mkfta`, hyphenated in its own <k2>) while PWG keeps it on the accusative first member (`Bakzam`) — MW's `Mkfta` is not a word
BallapucCI	BallapucCI		54254	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	Balla + pucCa	Balla + pucCI	Balla + pucCa	Balla + pucCI	1	Balla—pucCI	({#Balla#} + {#pucCa#})		form_diffs=pucCa|pucCI; index_members_unattested=pucCI	both sources cut the word in the same place; the members differ only in form (pucCa|pucCI) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
BaraRizeRa	BaraRizeRa		54155	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	BaraRI + senA	BaraRi + zeRa	BaraRI + senA	BaraRi + zeRa	1	BaraRi—zeRa	({#BaraRI#} + {#senA#})		form_diffs=BaraRI|BaraRi; senA|zeRa; index_members_unattested=zeRa	both sources cut the word in the same place; the members differ only in form (BaraRI|BaraRi; senA|zeRa) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
BaradvAja	BaradvAja		54179	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	Barant + vAja	Barad + vAja	Barant + vAja	Barad + vAja	1	Bara/d—vAja	({#Barant#}, <ab>partic.</ab> <ab>praes.</ab> von <hom>1.</hom> {#Bar#}, + {#vAja#}; der <ab>urspr.</ab> <ab>Bed.</ab> nach so <ab>v. a.</ab> {#vAjaMBara#})	312	form_diffs=Barant|Barad; pwg_members_unattested=Barant	both sources cut the word in the same place; the members differ only in form (Barant|Barad) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
BartfGnI	BartfGnI		54215	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	Bartar + GnI	Bartf + GnI	Bartar + GnI	Bartf + GnI	1	Bartf—GnI	({#Bartar#} + {#GnI#})		form_diffs=Bartar|Bartf	both sources cut the word in the same place; the members differ only in form (Bartar|Bartf) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
Bartfhari	Bartfhari		54226	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	Bartar + hari	Bartf + hari	Bartar + hari	Bartf + hari	1	Bartf—hari	({#Bartar#} + {#hari#})	2	form_diffs=Bartar|Bartf	both sources cut the word in the same place; the members differ only in form (Bartar|Bartf) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
BartfsTAna	BartfsTAna		54224	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	Bartar + sTAna	Bartf + sTAna	Bartar + sTAna	Bartf + sTAna	1	Bartf—sTAna	({#Bartar#} + {#sTAna#})	2	form_diffs=Bartar|Bartf	both sources cut the word in the same place; the members differ only in form (Bartar|Bartf) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
Bartfvrata	Bartfvrata		54221	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	Bartar + vrata	Bartf + vrata	Bartar + vrata	Bartf + vrata	1	Bartf—vrata	({#Bartar#} + {#vrata#})		form_diffs=Bartar|Bartf	both sources cut the word in the same place; the members differ only in form (Bartar|Bartf) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
BartfyajYa	BartfyajYa		54220	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	Bartar + yajYa	Bartf + yajYa	Bartar + yajYa	Bartf + yajYa	1	Bartf—yajYa	({#Bartar#} + {#yajYa#})		form_diffs=Bartar|Bartf	both sources cut the word in the same place; the members differ only in form (Bartar|Bartf) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
BasmaganDA	BasmaganDA		54370	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	Basman + ganDa	Basma + ganDA	Basman + ganDa	Basma + ganDA	1	Basma—ganDA	({#Basman#} {%Asche%} + {#ganDa#})	1	form_diffs=Basman|Basma; ganDa|ganDA	both sources cut the word in the same place; the members differ only in form (Basman|Basma; ganDa|ganDA) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
BasmagarBa	BasmagarBa		54371	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	Basman + garBa	Basma + garBa	Basman + garBa	Basma + garBa	1	Basma—garBa	({#Basman#} + {#garBa#})	2	form_diffs=Basman|Basma	both sources cut the word in the same place; the members differ only in form (Basman|Basma) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
BasmakAra	BasmakAra		54367	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	Basman + kAra	Basma + kAra	Basman + kAra	Basma + kAra	1	Basma—kAra	({#Basman#} {%Asche%} + <hom>1.</hom> {#kAra#})		form_diffs=Basman|Basma	both sources cut the word in the same place; the members differ only in form (Basman|Basma) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
BasmakUwa	BasmakUwa		54368	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	Basman + kUwa	Basma + kUwa	Basman + kUwa	Basma + kUwa	1	Basma—kUwa	({#Basman#} + {#kUwa#})		form_diffs=Basman|Basma	both sources cut the word in the same place; the members differ only in form (Basman|Basma) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
Basmameha	Basmameha		54376	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	Basman + meha	Basma + meha	Basman + meha	Basma + meha	1	Basma—meha	({#Basman#} + {#meha#})		form_diffs=Basman|Basma	both sources cut the word in the same place; the members differ only in form (Basman|Basma) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
BasmarohA	BasmarohA		54377	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	Basman + roha	Basma + rohA	Basman + roha	Basma + rohA	1	Basma—rohA	({#Basman#} + {#roha#})	1	form_diffs=Basman|Basma; roha|rohA; index_members_unattested=rohA	both sources cut the word in the same place; the members differ only in form (Basman|Basma; roha|rohA) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
BasmatUla	BasmatUla		54374	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	Basman + tUla	Basma + tUla	Basman + tUla	Basma + tUla	1	Basma—tUla	({#Basman#} {%Asche%} + {#tUla#})		form_diffs=Basman|Basma	both sources cut the word in the same place; the members differ only in form (Basman|Basma) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
BavAdfS	BavAdfS		54307	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	Bavant + dfS	BavA + dfS	Bavant + dfS	BavA + dfS	1	BavA—dfS	({#Bavant#} 2. + {#dfS#})	7	form_diffs=Bavant|BavA	both sources cut the word in the same place; the members differ only in form (Bavant|BavA) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
