key1_slp1	key2_accented	iast	form_key	case_class	L	pc	source_xml
aSuBaBAvanA	as4ubhabha1vana1	aśubhabhāvanā	aśubhabhāvanā	fiction	5853	080-2	SCH-fiction-3147_cases.xml
aSEkza	as4aiks2a	aśaikṣa	aśaikṣa	fiction	5863	080-2	SCH-fiction-3147_cases.xml
aSOklya	as4auklya	aśauklya	aśauklya	fiction	5874	080-3	SCH-fiction-3147_cases.xml
aSmanta	as4manta	aśmanta	aśmanta	fiction	5882	080-3	SCH-fiction-3147_cases.xml
aSradDya	as4raddhya	aśraddhya	aśraddhya	fiction	5889	080-3	SCH-fiction-3147_cases.xml
aSrAmaRya	as4ra1man2ya	aśrāmaṇya	aśrāmanya	fiction	5892	080-3	SCH-fiction-3147_cases.xml
aSva	as4va	aśva	aśva	fiction	5914	081-1	SCH-fiction-3147_cases.xml
aSvaka	as4vaka	aśvaka	aśvaka	fiction	5915	081-1	SCH-fiction-3147_cases.xml
aSvakAya	as4vaka1ya	aśvakāya	aśvakāya	fiction	5916	081-1	SCH-fiction-3147_cases.xml
aSvakrIta	as4vakri1ta	aśvakrīta	aśvakrīta	fiction	5919	081-1	SCH-fiction-3147_cases.xml
aSvagozWa	as4vagos2t2ha	aśvagoṣṭha	aśvagoṣṭha	fiction	5920	081-1	SCH-fiction-3147_cases.xml
aSvadAya	as4vada1ya	aśvadāya	aśvadāya	fiction	5926	081-2	SCH-fiction-3147_cases.xml
aSvavaktra	as4vavaktra	aśvavaktra	aśvavaktra	fiction	5939	081-2	SCH-fiction-3147_cases.xml
aSvasta	as4vasta	aśvasta	aśvasta	fiction	5949	081-3	SCH-fiction-3147_cases.xml
aSvAri	as4va1ri	aśvāri	aśvāri	fiction	5957	081-3	SCH-fiction-3147_cases.xml
aSvikA	as4vika1	aśvikā	aśvikā	fiction	5959	081-3	SCH-fiction-3147_cases.xml
aSvorasa	as4vorasa	aśvorasa	aśvorasa	fiction	5961	081-3	SCH-fiction-3147_cases.xml
azwakika	as2t2akika	aṣṭakika	aṣṭakika	fiction	5965	081-3	SCH-fiction-3147_cases.xml
azwapAda	as2t2apa1da	aṣṭapāda	aṣṭapāda	fiction	5974	082-1	SCH-fiction-3147_cases.xml
azwamakaBUmi	as2t2amakabhu1mi	aṣṭamakabhūmi	aṣṭamakabhūmi	fiction	5977	082-1	SCH-fiction-3147_cases.xml
azwAdaMzwra	as2t2a1dam2s2t2ra	aṣṭādaṃṣṭra	aṣṭādanṣṭra	fiction	6001	082-2	SCH-fiction-3147_cases.xml
azwApada	as2t2a1pada	aṣṭāpada	aṣṭāpada	fiction	6010	082-2	SCH-fiction-3147_cases.xml
asa	asa	asa	asa	fiction	6028	083-1	SCH-fiction-3147_cases.xml
asaMlulita	asam2lulita	asaṃlulita	asanlulita	fiction	6041	083-1	SCH-fiction-3147_cases.xml
asaMKya	asam2khya	asaṃkhya	asankhya	fiction	6088	083-3	SCH-fiction-3147_cases.xml
asanidarSana	asanidars4ana	asanidarśana	asanidarśana	fiction	6127	084-2	SCH-fiction-3147_cases.xml
asamayavimukta	asamayavimukta	asamayavimukta	asamayavimukta	fiction	6153	084-3	SCH-fiction-3147_cases.xml
asamasama	asamasama	asamasama	asamasama	fiction	6162	084-3	SCH-fiction-3147_cases.xml
asamezu	asames2u	asameṣu	asameṣu	fiction	6177	085-1	SCH-fiction-3147_cases.xml
asaMpraKyAna	asam2prakhya1na	asaṃprakhyāna	asamprakhyāna	fiction	6181	085-1	SCH-fiction-3147_cases.xml
asaMprajanya	asam2prajanya	asaṃprajanya	asamprajanya	fiction	6182	085-1	SCH-fiction-3147_cases.xml
asaMprajYAna	asam2prajn5a1na	asaṃprajñāna	asamprajnāna	fiction	6184	085-1	SCH-fiction-3147_cases.xml
asaMpramoza	asam2pramos2a	asaṃpramoṣa	asampramoṣa	fiction	6187	085-1	SCH-fiction-3147_cases.xml
asaMmatAvavAda	asam2mata1vava1da	asaṃmatāvavāda	asammatāvavāda	fiction	6198	085-2	SCH-fiction-3147_cases.xml
asavya	asavya	asavya	asavya	fiction	6209	085-2	SCH-fiction-3147_cases.xml
asiDAra	asidha1ra	asidhāra	asidhāra	fiction	6265	086-1	SCH-fiction-3147_cases.xml
asipattra	asipattra	asipattra	asipattra	fiction	6269	086-2	SCH-fiction-3147_cases.xml
asiputrI	asiputri1	asiputrī	asiputrī	fiction	6271	086-2	SCH-fiction-3147_cases.xml
asfgDArA	asr2gdha1ra1	asṛgdhārā	asṛgdhārā	fiction	6316	086-3	SCH-fiction-3147_cases.xml
asfgvarA	asr2gvara1	asṛgvarā	asṛgvarā	fiction	6317	086-3	SCH-fiction-3147_cases.xml
astamitAvavAda	astamita1vava1da	astamitāvavāda	astamitāvavāda	fiction	6343	087-1	SCH-fiction-3147_cases.xml
astADayati	asta1dhayati	astādhayati	astādhayati	fiction	6348	087-2	SCH-fiction-3147_cases.xml
astuMkAra	astum2ka1ra	astuṃkāra	astunkāra	fiction	6353	087-2	SCH-fiction-3147_cases.xml
astraKadira	astrakhadira	astrakhadira	astrakhadira	fiction	6363	087-2	SCH-fiction-3147_cases.xml
asTI	asthi1	asthī	asthī	fiction	6383	087-3	SCH-fiction-3147_cases.xml
ahidanta	ahidanta	ahidanta	ahidanta	fiction	6465	088-3	SCH-fiction-3147_cases.xml
ahiPena	ahiphena	ahiphena	ahiphena	fiction	6471	089-1	SCH-fiction-3147_cases.xml
ahivalli	ahivalli	ahivalli	ahivalli	fiction	6490	089-1	SCH-fiction-3147_cases.xml
ahI	ahi14	ahī	ahī	fiction	6493	089-1	SCH-fiction-3147_cases.xml
ahIraRI	ahi1ran2i1	ahīraṇī	ahīranī	fiction	6500	089-2	SCH-fiction-3147_cases.xml
Akampya	a1kampya	ākampya	ākampya	fiction	6525	089-2	SCH-fiction-3147_cases.xml
Akarza	a1kars2a	ākarṣa	ākarṣa	fiction	6533	089-3	SCH-fiction-3147_cases.xml
Akarzaka	a1kars2aka	ākarṣaka	ākarṣaka	fiction	6534	089-3	SCH-fiction-3147_cases.xml
AkarzakArikA	a1kars2aka1rika1	ākarṣakārikā	ākarṣakārikā	fiction	6536	089-3	SCH-fiction-3147_cases.xml
Akaza	a1kas2a	ākaṣa	ākaṣa	fiction	6546	089-3	SCH-fiction-3147_cases.xml
AkArakaraBa	a1ka1rakarabha	ākārakarabha	ākārakarabha	fiction	6550	089-3	SCH-fiction-3147_cases.xml
AkArAnapakAra	a1ka1ra1napaka1ra	ākārānapakāra	ākārānapakāra	fiction	6551	089-3	SCH-fiction-3147_cases.xml
AkArABinirhAra	a1ka1ra1bhinirha1ra	ākārābhinirhāra	ākārābhinirhāra	fiction	6552	089-3	SCH-fiction-3147_cases.xml
AkAlika	a1ka1lika	ākālika	ākālika	fiction	6555	089-3	SCH-fiction-3147_cases.xml
AkASagarBa	A1ka1s4agarbha	ākāśagarbha	ākāśagarbha	fiction	6559	090-1	SCH-fiction-3147_cases.xml
AkASasParaRa	a1ka1s4aspharan2a	ākāśaspharaṇa	ākāśaspharana	fiction	6567	090-1	SCH-fiction-3147_cases.xml
AkASAsaNgavimuktinirupalepa	a1ka1s4a1san3gavimuktinirupalepa	ākāśāsaṅgavimuktinirupalepa	ākāśāsangavimuktinirupalepa	fiction	6570	090-1	SCH-fiction-3147_cases.xml
Akfzwiman	a1kr2s2t2iman	ākṛṣṭiman	ākṛṣṭiman	fiction	6581	090-1	SCH-fiction-3147_cases.xml
Akfzwimant	a1kr2s2t2imant	ākṛṣṭimant	ākṛṣṭimant	fiction	6582	090-1	SCH-fiction-3147_cases.xml
Akfzwya	a1kr2s2t2ya	ākṛṣṭya	ākṛṣṭya	fiction	6583	090-1	SCH-fiction-3147_cases.xml
Akowana	a1kot2ana	ākoṭana	ākoṭana	fiction	6588	090-2	SCH-fiction-3147_cases.xml
Akzapawalika	a1ks2apat2alika	ākṣapaṭalika	ākṣapaṭalika	fiction	6605	090-2	SCH-fiction-3147_cases.xml
AkzAraRA	a1ks2a1ran2a1	ākṣāraṇā	ākṣāranā	fiction	6607	090-2	SCH-fiction-3147_cases.xml
AKAta	a1kha1ta	ākhāta	ākhāta	fiction	6621	090-3	SCH-fiction-3147_cases.xml
AKuhan	a1khuhan	ākhuhan	ākhuhan	fiction	6625	090-3	SCH-fiction-3147_cases.xml
AgastI	a1gasti1	āgastī	āgastī	fiction	6643	091-1	SCH-fiction-3147_cases.xml
AgastIya	A1gasti1ya	āgastīya	āgastīya	fiction	6644	091-1	SCH-fiction-3147_cases.xml
AgAra	a1ga1ra	āgāra	āgāra	fiction	6648	091-1	SCH-fiction-3147_cases.xml
AGarzaRa	a1ghars2an2a	āgharṣaṇa	āgharṣana	fiction	6669	091-2	SCH-fiction-3147_cases.xml
AcAryamuzwi	a1ca1ryamus2t2i	ācāryamuṣṭi	ācāryamuṣṭi	fiction	6711	091-3	SCH-fiction-3147_cases.xml
AcCurita	a1cchurita	ācchurita	ācchurita	fiction	6723	092-1	SCH-fiction-3147_cases.xml
AcCuritaka	a1cchuritaka	ācchuritaka	ācchuritaka	fiction	6724	092-1	SCH-fiction-3147_cases.xml
AcCowana	a1cchot2ana	ācchoṭana	ācchoṭana	fiction	6727	092-1	SCH-fiction-3147_cases.xml
AcCodana	a1cchodana	ācchodana	ācchodana	fiction	6729	092-1	SCH-fiction-3147_cases.xml
Acyutadanti	a1cyutadanti	ācyutadanti	ācyutadanti	fiction	6730	092-1	SCH-fiction-3147_cases.xml
AjakaroRa	a1jakaron2a	ājakaroṇa	ājakarona	fiction	6731	092-1	SCH-fiction-3147_cases.xml
AjIvikA	a1ji1vika1	ājīvikā	ājīvikā	fiction	6747	092-2	SCH-fiction-3147_cases.xml
AjYApanIya	a1jn5a1pani1ya	ājñāpanīya	ājnāpanīya	fiction	6750	092-2	SCH-fiction-3147_cases.xml
AjYeya	a1jn5eya	ājñeya	ājneya	fiction	6752	092-2	SCH-fiction-3147_cases.xml
Awavakayakza	a1t2avakayaks2a	āṭavakayakṣa	āṭavakayakṣa	fiction	6767	092-3	SCH-fiction-3147_cases.xml
AwIlaka	a1t2i1laka	āṭīlaka	āṭīlaka	fiction	6771	092-3	SCH-fiction-3147_cases.xml
Aqambara	a1d2ambara	āḍambara	āḍambara	fiction	6775	092-3	SCH-fiction-3147_cases.xml
AQyacara	a1d2hyacara	āḍhyacara	āḍhyacara	fiction	6781	092-3	SCH-fiction-3147_cases.xml
AQyapadi	a1d2hyapadi	āḍhyapadi	āḍhyapadi	fiction	6783	092-3	SCH-fiction-3147_cases.xml
AQyaMBAvuka	a1d2hyam2bha1vuka	āḍhyaṃbhāvuka	āḍhyambhāvuka	fiction	6784	092-3	SCH-fiction-3147_cases.xml
ARavay	a1n2avay	āṇavay	ānavay	fiction	6787	092-3	SCH-fiction-3147_cases.xml
anipratyaninirharayoga	ANipratyANInirhArayoga	anipratyaninirharayoga	anipratyaninirharayoga	fiction	6789	093-1	SCH-fiction-3147_cases.xml
ARqavant	a1n2d2avant	āṇḍavant	ānḍavant	fiction	6793	093-1	SCH-fiction-3147_cases.xml
AtaptakArin	a1taptaka1rin	ātaptakārin	ātaptakārin	fiction	6800	093-1	SCH-fiction-3147_cases.xml
AtarpaRa	a1tarpan2a	ātarpaṇa	ātarpana	fiction	6801	093-1	SCH-fiction-3147_cases.xml
AtAnaka	a1ta1naka	ātānaka	ātānaka	fiction	6807	093-1	SCH-fiction-3147_cases.xml
AtizWadgu	a1tis2t2hadgu	ātiṣṭhadgu	ātiṣṭhadgu	fiction	6819	093-2	SCH-fiction-3147_cases.xml
AtmaGoza	a1tmaghos2a	ātmaghoṣa	ātmaghoṣa	fiction	6827	093-2	SCH-fiction-3147_cases.xml
Atmotkarza	a1tmotkars2a	ātmotkarṣa	ātmotkarṣa	fiction	6872	094-1	SCH-fiction-3147_cases.xml
AdarSamuKa	A1dars4amukha	ādarśamukha	ādarśamukha	fiction	6881	094-1	SCH-fiction-3147_cases.xml
Aditeya	a1diteya	āditeya	āditeya	fiction	6896	094-2	SCH-fiction-3147_cases.xml
AdInava	a1di1nava	ādīnava	ādīnava	fiction	6918	094-3	SCH-fiction-3147_cases.xml
Adftatva	a1dr2tatva	ādṛtatva	ādṛtatva	fiction	6919	094-3	SCH-fiction-3147_cases.xml
AdeSanAprAtihArya	a1des4ana1pra1tiha1rya	ādeśanāprātihārya	ādeśanāprātihārya	fiction	6925	094-3	SCH-fiction-3147_cases.xml
ADAraRamudra	a1dha1ran2amudra	ādhāraṇamudra	ādhāranamudra	fiction	6946	095-1	SCH-fiction-3147_cases.xml
Anakin	a1nakin	ānakin	ānakin	fiction	6960	095-2	SCH-fiction-3147_cases.xml
Anantarya	a1nantarya	ānantarya	ānantarya	fiction	6963	095-2	SCH-fiction-3147_cases.xml
Anandana	a1nandana	ānandana	ānandana	fiction	6971	095-2	SCH-fiction-3147_cases.xml
AnApAnasmfti	a1na1pa1nasmr2ti	ānāpānasmṛti	ānāpānasmṛti	fiction	6982	095-3	SCH-fiction-3147_cases.xml
ApaRika	a1pan2ika	āpaṇika	āpanika	fiction	7019	096-2	SCH-fiction-3147_cases.xml
ApadA	a1pada1	āpadā	āpadā	fiction	7024	096-2	SCH-fiction-3147_cases.xml
ApiSala	A1pis4ala	āpiśala	āpiśala	fiction	7051	096-3	SCH-fiction-3147_cases.xml
Apluti	a1pluti	āpluti	āpluti	fiction	7084	097-1	SCH-fiction-3147_cases.xml
AmantraRa	a1mantran2a	āmantraṇa	āmantrana	fiction	7135	097-3	SCH-fiction-3147_cases.xml
AmikzIya	a1miks2i1ya	āmikṣīya	āmikṣīya	fiction	7148	098-1	SCH-fiction-3147_cases.xml
AmizakiMcitka	a1mis2akim2citka	āmiṣakiṃcitka	āmiṣakincitka	fiction	7151	098-1	SCH-fiction-3147_cases.xml
AmratIrTa	A1mrati1rtha	āmratīrtha	āmratīrtha	fiction	7168	098-1	SCH-fiction-3147_cases.xml
AmravAwaka	a1mrava1t2aka	āmravāṭaka	āmravāṭaka	fiction	7169	098-2	SCH-fiction-3147_cases.xml
Ayata	a1yata	āyata	āyata	fiction	7177	098-2	SCH-fiction-3147_cases.xml
Ayati	a1yati	āyati	āyati	fiction	7182	098-2	SCH-fiction-3147_cases.xml
AyaHSUlika	a1yah2s4u1lika	āyaḥśūlika	āyaḥśūlika	fiction	7186	098-2	SCH-fiction-3147_cases.xml
Ayus	a1yus	āyus	āyus	fiction	7216	098-3	SCH-fiction-3147_cases.xml
ArambaRaka	a1ramban2aka	ārambaṇaka	ārambanaka	fiction	7232	099-1	SCH-fiction-3147_cases.xml
ArambaRacCedana	a1ramban2acchedana	ārambaṇacchedana	ārambanacchedana	fiction	7233	099-1	SCH-fiction-3147_cases.xml
AramBa	a1rambha	ārambha	ārambha	fiction	7234	099-1	SCH-fiction-3147_cases.xml
ArAva	a1ra1va	ārāva	ārāva	fiction	7251	099-2	SCH-fiction-3147_cases.xml
Ari	a1ri	āri	āri	fiction	7254	099-2	SCH-fiction-3147_cases.xml
ArikA	a1rika1	ārikā	ārikā	fiction	7255	099-2	SCH-fiction-3147_cases.xml
ArUpya	a1ru1pya	ārūpya	ārūpya	fiction	7269	099-3	SCH-fiction-3147_cases.xml
Artava	a1rtava	ārtava	ārtava	fiction	7288	099-3	SCH-fiction-3147_cases.xml
AryabrahmaviSezacittaparipfcCA	A1ryabrahmavis4es2acittaparipr2ccha1	āryabrahmaviśeṣacittaparipṛcchā	āryabrahmaviśeṣacittaparipṛcchā	fiction	7308	100-1	SCH-fiction-3147_cases.xml
AryasTavira	a1ryasthavira	āryasthavira	āryasthavira	fiction	7312	100-1	SCH-fiction-3147_cases.xml
Alaptaka	a1laptaka	ālaptaka	ālaptaka	fiction	7328	100-2	SCH-fiction-3147_cases.xml
Alasyavant	a1lasyavant	ālasyavant	ālasyavant	fiction	7337	100-2	SCH-fiction-3147_cases.xml
Alindaka	a1lindaka	ālindaka	ālindaka	fiction	7345	100-3	SCH-fiction-3147_cases.xml
Alokakara	a1lokakara	ālokakara	ālokakara	fiction	7353	100-3	SCH-fiction-3147_cases.xml
AlokasuvegaDvaja	A1lokasuvegadhvaja	ālokasuvegadhvaja	ālokasuvegadhvaja	fiction	7355	100-3	SCH-fiction-3147_cases.xml
Avantaka	a1vantaka	āvantaka	āvantaka	fiction	7365	100-3	SCH-fiction-3147_cases.xml
AvApaka	a1va1paka	āvāpaka	āvāpaka	fiction	7386	101-1	SCH-fiction-3147_cases.xml
AvAla	a1va1la	āvāla	āvāla	fiction	7390	101-1	SCH-fiction-3147_cases.xml
AviDa	a1vidha	āvidha	āvidha	fiction	7400	101-2	SCH-fiction-3147_cases.xml
ASA	a1s4a1	āśā	āśā	fiction	7427	101-3	SCH-fiction-3147_cases.xml
ASIrviza	a1s4i1rvis2a	āśīrviṣa	āśīrviṣa	fiction	7455	102-1	SCH-fiction-3147_cases.xml
ASuganDa	A1s4ugandha	āśugandha	āśugandha	fiction	7461	102-1	SCH-fiction-3147_cases.xml
AScary	a1s4cary	āścary	āścary	fiction	7470	102-1	SCH-fiction-3147_cases.xml
ASrayASa	a1s4raya1s4a	āśrayāśa	āśrayāśa	fiction	7476	102-2	SCH-fiction-3147_cases.xml
ASvAsaka	a1s4va1saka	āśvāsaka	āśvāsaka	fiction	7483	102-2	SCH-fiction-3147_cases.xml
Asa	a1sa	āsa	āsa	fiction	7488	102-3	SCH-fiction-3147_cases.xml
AsaMjYika	a1sam2jn5ika	āsaṃjñika	āsanjnika	fiction	7493	102-3	SCH-fiction-3147_cases.xml
AsutIvala	a1suti1vala	āsutīvala	āsutīvala	fiction	7521	103-1	SCH-fiction-3147_cases.xml
Asura	a1sura	āsura	āsura	fiction	7522	103-1	SCH-fiction-3147_cases.xml
Askandita	a1skandita	āskandita	āskandita	fiction	7531	103-1	SCH-fiction-3147_cases.xml
AsvAdanIya	a1sva1dani1ya	āsvādanīya	āsvādanīya	fiction	7558	103-2	SCH-fiction-3147_cases.xml
AhatalakzaRa	a1hatalaks2an2a	āhatalakṣaṇa	āhatalakṣana	fiction	7561	103-3	SCH-fiction-3147_cases.xml
AhAraka	a1ha1raka	āhāraka	āhāraka	fiction	7573	103-3	SCH-fiction-3147_cases.xml
AhrIkya	a1hri1kya	āhrīkya	āhrīkya	fiction	7588	104-2	SCH-fiction-3147_cases.xml
i	i	i	i	fiction	7594	104a-1	SCH-fiction-3147_cases.xml
ikzukARqa	iks2uka1n2d2a4	ikṣukāṇḍa	ikṣukānḍa	fiction	7596	104a-1	SCH-fiction-3147_cases.xml
ikzuvaRa	iks2uvan2a	ikṣuvaṇa	ikṣuvana	fiction	7601	104a-2	SCH-fiction-3147_cases.xml
icCantika	icchantika	icchantika	icchantika	fiction	7605	104a-2	SCH-fiction-3147_cases.xml
itTaMkAram	ittham2ka1ram	itthaṃkāram	itthankāram	fiction	7620	104a-3	SCH-fiction-3147_cases.xml
idDa	iddha	iddha	iddha	fiction	7629	105-1	SCH-fiction-3147_cases.xml
indindirA	ind2indira1	indindirā	indindirā	fiction	7636	105-1	SCH-fiction-3147_cases.xml
indirAmandira	Indira1mandira	indirāmandira	indirāmandira	fiction	7641	105-1	SCH-fiction-3147_cases.xml
inducandana	inducandana	inducandana	inducandana	fiction	7653	105-1	SCH-fiction-3147_cases.xml
indra	indra	indra	indra	fiction	7669	105-2	SCH-fiction-3147_cases.xml
indraketu	indraketu	indraketu	indraketu	fiction	7673	105-2	SCH-fiction-3147_cases.xml
indrasurasa	indrasurasa	indrasurasa	indrasurasa	fiction	7707	105-3	SCH-fiction-3147_cases.xml
indrARI	indra1n2i1	indrāṇī	indrānī	fiction	7710	105-3	SCH-fiction-3147_cases.xml
indrotTApana	Indrottha1pana	indrotthāpana	indrotthāpana	fiction	7721	106-1	SCH-fiction-3147_cases.xml
iBI	ibhi1	ibhī	ibhī	fiction	7730	106-1	SCH-fiction-3147_cases.xml
irA	ira1	irā	irā	fiction	7739	106-2	SCH-fiction-3147_cases.xml
izupuNKA	is2upun3kha1	iṣupuṅkhā	iṣupunkhā	fiction	7756	106-3	SCH-fiction-3147_cases.xml
izwvInam	is2t2vi1nam	iṣṭvīnam	iṣṭvīnam	fiction	7772	106-3	SCH-fiction-3147_cases.xml
I	i1	ī	ī	fiction	7779	107-1	SCH-fiction-3147_cases.xml
IqA	i1d2a1	īḍā	īḍā	fiction	7791	107-1	SCH-fiction-3147_cases.xml
IraRa	i1ran2a	īraṇa	īrana	fiction	7799	107-2	SCH-fiction-3147_cases.xml
Irz	i1rs2	īrṣ	īrṣ	fiction	7804	107-2	SCH-fiction-3147_cases.xml
IlikA	i1lika1	īlikā	īlikā	fiction	7806	107-2	SCH-fiction-3147_cases.xml
IlI	i1li1	īlī	īlī	fiction	7807	107-2	SCH-fiction-3147_cases.xml
ISvara	i1s4vara	īśvara	īśvara	fiction	7818	107-3	SCH-fiction-3147_cases.xml
Izatpramaya	i1s2atpramaya	īṣatpramaya	īṣatpramaya	fiction	7832	107-3	SCH-fiction-3147_cases.xml
IzADara	I1s2a1dhara	īṣādhara	īṣādhara	fiction	7835	107-3	SCH-fiction-3147_cases.xml
u	u	u	u	fiction	7838	108-1	SCH-fiction-3147_cases.xml
uKarvala	ukharvala	ukharvala	ukharvala	fiction	7852	108-1	SCH-fiction-3147_cases.xml
uccatAla	uccata1la	uccatāla	uccatāla	fiction	7881	108-2	SCH-fiction-3147_cases.xml
ucCaNga	ucchan3ga	ucchaṅga	ucchanga	fiction	7916	109-1	SCH-fiction-3147_cases.xml
ujjaNgikA	ujjan3gika1	ujjaṅgikā	ujjangikā	fiction	7935	109-2	SCH-fiction-3147_cases.xml
ujjahistamba	ujjahistamba	ujjahistamba	ujjahistamba	fiction	7937	109-2	SCH-fiction-3147_cases.xml
uqupaTa	ud2upatha	uḍupatha	uḍupatha	fiction	7961	109-3	SCH-fiction-3147_cases.xml
utkArika	utka1rika	utkārika	utkārika	fiction	8001	110-1	SCH-fiction-3147_cases.xml
utkuwukasTa	utkut2ukastha	utkuṭukastha	utkuṭukastha	fiction	8009	110-1	SCH-fiction-3147_cases.xml
utkuwukikA	utkut2ukika1	utkuṭukikā	utkuṭukikā	fiction	8010	110-2	SCH-fiction-3147_cases.xml
utkfzwikA	utkr2s2t2ika1	utkṛṣṭikā	utkṛṣṭikā	fiction	8016	110-2	SCH-fiction-3147_cases.xml
utkzepaRIya	utks2epan2i1ya	utkṣepaṇīya	utkṣepanīya	fiction	8034	110-2	SCH-fiction-3147_cases.xml
uttamadyuti	uttamadyuti	uttamadyuti	uttamadyuti	fiction	8048	110-3	SCH-fiction-3147_cases.xml
uttaramanuzyaDarmapralApa	uttaramanus2yadharmaprala1pa	uttaramanuṣyadharmapralāpa	uttaramanuṣyadharmapralāpa	fiction	8066	111-1	SCH-fiction-3147_cases.xml
uttaramanuzyaDarmArocana	uttaramanus2yadharma1rocana	uttaramanuṣyadharmārocana	uttaramanuṣyadharmārocana	fiction	8067	111-1	SCH-fiction-3147_cases.xml
uttaramantrin	Uttaramantrin	uttaramantrin	uttaramantrin	fiction	8068	111-1	SCH-fiction-3147_cases.xml
uttarANga	uttara1n3ga	uttarāṅga	uttarānga	fiction	8081	111-1	SCH-fiction-3147_cases.xml
uttariDvajAgramaRi	uttaridhvaja1graman2i	uttaridhvajāgramaṇi	uttaridhvajāgramani	fiction	8089	111-2	SCH-fiction-3147_cases.xml
uttAnaSaya	utta1nas4aya	uttānaśaya	uttānaśaya	fiction	8098	111-2	SCH-fiction-3147_cases.xml
uttAnI	utta1ni1	uttānī	uttānī	fiction	8101	111-2	SCH-fiction-3147_cases.xml
utpala	utpala	utpala	utpala	fiction	8138	112-1	SCH-fiction-3147_cases.xml
utpAdaka	utpa1daka	utpādaka	utpādaka	fiction	8155	112-1	SCH-fiction-3147_cases.xml
utpiYjala	utpin5jala	utpiñjala	utpinjala	fiction	8157	112-2	SCH-fiction-3147_cases.xml
utsaNga	utsan3ga	utsaṅga	utsanga	fiction	8185	112-3	SCH-fiction-3147_cases.xml
utsadana	utsadana	utsadana	utsadana	fiction	8190	112-3	SCH-fiction-3147_cases.xml
utsAraka	utsa1raka	utsāraka	utsāraka	fiction	8200	112-3	SCH-fiction-3147_cases.xml
utsrAvin	utsra1vin	utsrāvin	utsrāvin	fiction	8216	113-1	SCH-fiction-3147_cases.xml
udakagAha	udakaga1ha	udakagāha	udakagāha	fiction	8224	113-1	SCH-fiction-3147_cases.xml
udagra	udagra	udagra	udagra	fiction	8244	113-2	SCH-fiction-3147_cases.xml
udaYcana	udan5cana	udañcana	udancana	fiction	8253	113-3	SCH-fiction-3147_cases.xml
udaBAra	udabha1ra	udabhāra	udabhāra	fiction	8261	113-3	SCH-fiction-3147_cases.xml
udAsTita	uda1sthita	udāsthita	udāsthita	fiction	8297	114-1	SCH-fiction-3147_cases.xml
udAhara	uda1hara	udāhara	udāhara	fiction	8298	114-1	SCH-fiction-3147_cases.xml
udgAna	udga1na	udgāna	udgāna	fiction	8323	114-2	SCH-fiction-3147_cases.xml
udguRTikA	udgun2thika1	udguṇthikā	udgunthikā	fiction	8329	114-3	SCH-fiction-3147_cases.xml
udguraRa	udguran2a	udguraṇa	udgurana	fiction	8330	114-3	SCH-fiction-3147_cases.xml
uddaRqapAla	uddan2d2apa1la	uddaṇḍapāla	uddanḍapāla	fiction	8350	114-3	SCH-fiction-3147_cases.xml
udDarza	uddhars2a	uddharṣa	uddharṣa	fiction	8374	115-1	SCH-fiction-3147_cases.xml
udDava	uddhava	uddhava	uddhava	fiction	8375	115-1	SCH-fiction-3147_cases.xml
udDAna	uddha1na	uddhāna	uddhāna	fiction	8376	115-1	SCH-fiction-3147_cases.xml
udDftakaWina	uddhr2takat2hina	uddhṛtakaṭhina	uddhṛtakaṭhina	fiction	8388	115-2	SCH-fiction-3147_cases.xml
udBida	udbhida	udbhida	udbhida	fiction	8398	115-2	SCH-fiction-3147_cases.xml
udBeda	udbheda	udbheda	udbheda	fiction	8406	115-3	SCH-fiction-3147_cases.xml
udyUTikAgamana	udyu1thika1gamana	udyūthikāgamana	udyūthikāgamana	fiction	8417	115-3	SCH-fiction-3147_cases.xml
udraNga	udran3ga	udraṅga	udranga	fiction	8419	115-3	SCH-fiction-3147_cases.xml
udvAsin	udva1sin	udvāsin	udvāsin	fiction	8438	116-1	SCH-fiction-3147_cases.xml
unmATa	unma1tha	unmātha	unmātha	fiction	8470	116-2	SCH-fiction-3147_cases.xml
unmudra	unmudra	unmudra	unmudra	fiction	8483	116-3	SCH-fiction-3147_cases.xml
upakaRWa	upakan2t2ha	upakaṇṭha	upakanṭha	fiction	8490	116-3	SCH-fiction-3147_cases.xml
upakarzam	upakars2am	upakarṣam	upakarṣam	fiction	8497	116-3	SCH-fiction-3147_cases.xml
upakArikA	upaka1rika1	upakārikā	upakārikā	fiction	8499	116-3	SCH-fiction-3147_cases.xml
upakuraNga	upakuran3ga	upakuraṅga	upakuranga	fiction	8501	116-3	SCH-fiction-3147_cases.xml
upacAyaka	upaca1yaka	upacāyaka	upacāyaka	fiction	8517	117-1	SCH-fiction-3147_cases.xml
upadeSaka	upades4aka	upadeśaka	upadeśaka	fiction	8537	117-2	SCH-fiction-3147_cases.xml
upadrotar	upadrotar	upadrotar	upadrotar	fiction	8548	117-2	SCH-fiction-3147_cases.xml
upaniDyAtavya	upanidhya1tavya	upanidhyātavya	upanidhyātavya	fiction	8570	117-3	SCH-fiction-3147_cases.xml
upanirgama	upanirgama	upanirgama	upanirgama	fiction	8575	117-3	SCH-fiction-3147_cases.xml
upapadyaparinirvAyin	upapadyaparinirva1yin	upapadyaparinirvāyin	upapadyaparinirvāyin	fiction	8586	118-1	SCH-fiction-3147_cases.xml
